aertaishan 阿尔泰山
chushizhengjian 出示证件
chushuifurong 出水芙蓉
chutingzuozheng 出庭作证
chuxianfenqi 出现分歧
chuxianyichang 出现异常
chuxihuiyi 出席会议
chuxizhiye 除夕之夜
chuyashengzhi 出芽生殖
chuzhonghuaxue 初中化学
chuzuqiche 出租汽车
cijixianquan 次级线圈
cipankongjian 磁盘空间
cipanzhenlie 磁盘阵列
ciquzuozhe 词曲作者
cishanjigou 慈善机构
cishicidi 此时此地
cishicike 此时此刻
cixingcailiao 磁性材料
cixitaihou 慈禧太后
ciyaofangmian 次要方面
ciyaomaodun 次要矛盾
ciyaoqingjie 次要情节
cizhijingli 此致敬礼
congciyihou 从此以后
congcongmangmang 匆匆忙忙
congjinyihou 从今以后
congmingcaizhi 聪明才智
congmingnenggan 聪明能干
congrongjiuyi 从容就义
congshimaoyi 从事贸易
congtouzailai 从头再来
congtouzuoqi 从头做起
congweijianguo 从未见过
congweiyouguo 从未有过
congyerenyuan 从业人员
cuicanduomu 璀璨夺目
cuihuafanying 催化反应
cuihualiehua 催化裂化
cuihuazuoyong 催化作用
cujinzuoyong 促进作用
culuwuli 粗鲁无礼
cunchudanyuan 存储单元
cunchuguanli 存储管理
cunchujiezhi 存储介质
cunchujishu 存储技术
cunchukongjian 存储空间
cunchumidu 存储密度
cunchurongliang 存储容量
cunchushebei 存储设备
cunchuxitong 存储系统
cunmindaibiao 村民代表
cuntucunjin 寸土寸金
cunwugongkai 村务公开
cuoluoyouzhi 错落有致
cuoshiliangji 错失良机
cuowucaozuo 错误操作
cuowuguandian 错误观点
cuowuguannian 错误观念
cuowupanduan 错误判断
cuowusixiang 错误思想
cuowuxinxi 错误信息
cuowuzuofa 错误做法
cuozongfuza 错综复杂
cusuanxianwei 醋酸纤维
cuxindayi 粗心大意
dachangganjun 大肠杆菌
dachangjunqun 大肠菌群
dachengxieyi 达成协议
dachengyipian 打成一片
dachiyijing 大吃一惊
dadachushou 大打出手
dadaogaochao 达到高潮
dadaomubiao 达到目标
dadatigao 大大提高
dadaxiaoxiao 大大小小
dadazhekou 大打折扣
dadazhuyi 达达主义
dadiceliang 大地测量
dadidangqian 大敌当前
dadoudanbai 大豆蛋白
dadouzhipin 大豆制品
dafacibei 大发慈悲
dafaleiting 大发雷霆
dafangyicai 大放异彩
dafangzhijia 大方之家
dafengdalang 大风大浪
dagangyoutian 大港油田
dagebifang 打个比方
dagongwusi 大公无私
daguanxiangui 达官显贵
daguanxianhuan 达官显宦
daguozhuyi 大国主义
dahandajiao 大喊大叫
dahanlinli 大汗淋漓
dahaoheshan 大好河山
daheshangxia 大河上下
dahurenjia 大户人家
daibiaodahui 代表大会
daibiaozuopin 代表作品
daidaixiangchuan 代代相传
daidianlizi 带电粒子
daijishijian 待机时间
dailifuwu 代理服务
daishufangcheng 代数方程
dajiangnanbei 大江南北
dajibaofu 打击报复
dajiexiaoxiang 大街小巷
dajiyueqi 打击乐器
dajujingong 大举进攻
dajuyishi 大局意识
dakaiyanjie 大开眼界
dalifazhan 大力发展
dalijiaqiang 大力加强
dalikaizhan 大力开展
dalitichang 大力提倡
dalitigao 大力提高
dalituiguang 大力推广
dalizhichi 大力支持
dalongyoupiao 大龙邮票
dalufaxi 大陆法系
danaopiceng 大脑皮层
danaotiangong 大闹天宫
danbianzhuyi 单边主义
danbomingli 淡泊名利
dandangbuqi 担当不起
dandaodaodan 弹道导弹
dandiaokuzao 单调枯燥
danfanxiangji 单反相机
danfengluotuo 单峰骆驼
danganguanli 档案管理
dangdaishijie 当代世界
dangdaiyishu 当代艺术
dangdaizuojia 当代作家
dangdizhengfu 当地政府
dangfengboli 挡风玻璃
dangjiazuozhu 当家做主
dangjinshehui 当今社会
dangjinshijie 当今世界
dangqianqingkuang 当前情况
dangwairenshi 党外人士
dangweishuji 党委书记
dangweiweiyuan 党委委员
dangyuanganbu 党员干部
dangzhengbumen 党政部门
dangzhengjiguan 党政机关
danhuachuli 淡化处理
daniansanshi 大年三十
danweimingcheng 单位名称
danweitiji 单位体积
danweixiangliang 单位向量
danwushijian 耽误时间
danyuanceshi 单元测试
danyuanruci 但愿如此
daochudanwei 导出单位
daodanbudui 导弹部队
daodebaihuai 道德败坏
daodefengshang 道德风尚
daodeguannian 道德观念
daodeguifan 道德规范
daodejiaoyu 道德教育
daodepinzhi 道德品质
daodesuzhi 道德素质
daodewenzhang 道德文章
daodexingwei 道德行为
daodexiuyang 道德修养
daohangxitong 导航系统
daolaizhiji 到来之际
daolujiaotong 道路交通
daolusheji 道路设计
daoqiangburu 刀枪不入
dapiandapian 大片大片
dapochanggui 打破常规
daqihuanjing 大气环境
daqingyoutian 大庆油田
daqipangbo 大气磅礴
daqiwuran 大气污染
daqixianxiang 大气现象
daqizhiliang 大气质量
daquanpangluo 大权旁落
dasaoweisheng 打扫卫生
dashiyiqu 大势已去
dasixuanyang 大肆宣扬
datingyixia 打听一下
datishuolai 大体说来
datixiangdang 大体相当
datiyizhi 大体一致
datuitanggu 打退堂鼓
daweigaiguan 大为改观
daxiaobuyi 大小不一
daxiezimu 大写字母
daxingchaoshi 大型超市
daxingfanchuan 大型帆船
daxingshangchang 大型商场
daxingtumu 大兴土木
daxingxiangmu 大型项目
daxiongxingzuo 大熊星座
daxuebenke 大学本科
daxuebiye 大学毕业
daxuefenfei 大雪纷飞
daxuelaoshi 大学老师
daxuexiaoyuan 大学校园
dayilinran 大义凛然
dayinshuchu 打印输出
dayinwenjian 打印文件
dayinxinxi 打印信息
dayinzhiliang 打印质量
dayoukewei 大有可为
dayuqingpen 大雨倾盆
dayuzhishui 大禹治水
dazhishuolai 大致说来
dazhongchengshi 大中城市
dazhongchuanbo 大众传播
dazhongchuanmei 大众传媒
dazhongwenhua 大众文化
dazhongxiaoxing 大中小型
dazhongxuesheng 大中学生
dazhuanyuanxiao 大专院校
dazisudu 打字速度
decaijianbei 德才兼备
dechujielun 得出结论
deguolianbang 德国联邦
deguozhengfu 德国政府
deguozongli 德国总理
delizhushou 得力助手
dengguangxiaoguo 灯光效果
denghouduoshi 等候多时
dengjiaguanxi 等价关系
dengjisenyan 等级森严
dengjishouxu 登记手续
dengjizhidu 等级制度
dengjizhuce 登记注册
dengmenbaifang 登门拜访
dengshansheshui 登山涉水
dengweijiyin 等位基因
dengxiaodianlu 等效电路
deshixiangdang 得失相当
diancifushe 电磁辐射
dianciganrao 电磁干扰
dianciganying 电磁感应
diancizhendang 电磁振荡
diandaoheibai 颠倒黑白
diandiandidi 点点滴滴
diandonglixue 电动力学
diandongqiche 电动汽车
diandongwanju 电动玩具
dianganxianquan 电感线圈
dianhezhuanyi 电荷转移
dianhuachuanzhen 电话传真
dianhuagongsi 电话公司
dianhuahaoma 电话号码
dianhualuyin 电话录音
dianhuozhuangzhi 点火装置
dianjidianli 奠基典礼
dianjiyishi 奠基仪式
dianlifushe 电离辐射
dianligongcheng 电力工程
dianligongye 电力工业
dianligongying 电力供应
dianlihangye 电力行业
dianlijiche 电力机车
dianlishebei 电力设备
dianlixitong 电力系统
dianlufangzhen 电路仿真
dianlusheji 电路设计
dianluxitong 电路系统
diannaoruanjian 电脑软件
diannaowangluo 电脑网络
diannaoyouxi 电脑游戏
dianqigongcheng 电气工程
dianqishebei 电器设备
dianqishebei 电气设备
dianqixitong 电气系统
dianqiyuanjian 电器元件
dianreshuihu 电热水壶
dianshidianhua 电视电话
dianshiguangbo 电视广播
dianshijiemu 电视节目
dianshijizhe 电视记者
dianshipindao 电视频道
dianshipingmu 电视屏幕
dianshishukan 电视书刊
dianshixinhao 电视信号
dianshixinwen 电视新闻
dianshizhibo 电视直播
dianshizhuanbo 电视转播
diantaijiemu 电台节目
dianxingongsi 电信公司
dianxingrenwu 典型人物
dianxingshifan 典型示范
dianyingjuben 电影剧本
dianyingmingxing 电影明星
dianyingpiaofang 电影票房
dianyongzhuangzhi 电泳装置
dianyuanchatou 电源插头
dianyuankaiguan 电源开关
dianyuanmokuai 电源模块
dianzhangzhidu 典章制度
dianzibiaoge 电子表格
dianzibiaoqian 电子标签
dianzichanpin 电子产品
dianzidiangong 电子电工
dianzidianlu 电子电路
dianzidianqi 电子电器
dianziditu 电子地图
dianziganrao 电子干扰
dianzihangye 电子行业
dianzihuobi 电子货币
dianzijingji 电子竞技
dianziqijian 电子器件
dianzishangcheng 电子商城
dianzishangwu 电子商务
dianzishebei 电子设备
dianzisheji 电子设计
dianzishichang 电子市场
dianzishoubiao 电子手表
dianzitianping 电子天平
dianziwanju 电子玩具
dianzixianlu 电子线路
dianzixinxi 电子信息
dianzixinxiang 电子信箱
dianziyinyue 电子音乐
dianziyiqi 电子仪器
dianziyoujian 电子邮件
dianziyouxi 电子游戏
dianziyouxiang 电子邮箱
dianziyuanjian 电子元件
dianziyueqi 电子乐器
dianzizazhi 电子杂志
dianzizhengwu 电子政务
dianzizixuan 电子自旋
diaochabaogao 调查报告
diaochaguocheng 调查过程
diaochaheshi 调查核实
diaochajieguo 调查结果
diaochaquzheng 调查取证
diaochaxiaozu 调查小组
diaolanyuqi 雕栏玉砌
diaosugongyuan 雕塑公园
dibashijiu 第八十九
dichuqingxu 抵触情绪
didangbuzhu 抵挡不住
diduishili 敌对势力
diduixingdong 敌对行动
dierchanye 第二产业
dierguoji 第二国际
dierjieduan 第二阶段
dierpaobing 第二炮兵
dierrencheng 第二人称
diershiba 第二十八
diershier 第二十二
diershijiu 第二十九
diershiliu 第二十六
diershiqi 第二十七
diershisan 第二十三
diershisi 第二十四
diershitiao 第二十条
diershiwu 第二十五
diershiyi 第二十一
dieryuyan 第二语言
difangfenquan 地方分权
difangguanli 地方官吏
difangsecai 地方色彩
difangzhuyi 地方主义
diguoshidai 帝国时代
diguozhuyi 帝国主义
dijiaoguoshu 递交国书
dijiquwei 低级趣味
dijiyuyan 低级语言
dikangnengli 抵抗能力
dikangyundong 抵抗运动
dilihuanjing 地理环境
diliushisi 第六十四
diliushiwu 第六十五
diliweizhi 地理位置
dilixinxi 地理信息
dilixuejia 地理学家
dilizhishi 地理知识
dimianbudui 地面部队
dimianwendu 地面温度
dimofugai 地膜覆盖
dingdingdangdang 叮叮当当
dingjiangaoshou 顶尖高手
dingliangfenxi 定量分析
dingliangpeiji 定量配给
dingqijiancha 定期检查
dingqiweihu 定期维护
dingshengshiqi 鼎盛时期
dingshizhadan 定时炸弹
dingtianlidi 顶天立地
dingweijingdu 定位精度
dingweixitong 定位系统
dingxiangxuanze 定向选择
dingxingfenxi 定性分析
dingyuyizun 定于一尊
diqishisi 第七十四
diqiubiaomian 地球表面
diqiuhuaxue 地球化学
diqiukexue 地球科学
diquchongtu 地区冲突
diqueruci 的确如此
direziyuan 地热资源
disanchanye 第三产业
disanguoji 第三国际
disanjidu 第三季度
disanjieduan 第三阶段
disanrencheng 第三人称
disanshiba 第三十八
disanshier 第三十二
disanshijie 第三世界
disanshijiu 第三十九
disanshisan 第三十三
disanshisi 第三十四
disanshiyi 第三十一
dishengxiaqi 低声下气
dishibatiao 第十八条
dishierci 第十二次
dishijiuzhang 第十九章
dishiliuci 第十六次
dishiqici 第十七次
dishiqitiao 第十七条
dishisanci 第十三次
dishisange 第十三个
dishisanjie 第十三届
dishisanjuan 第十三卷
dishisantiao 第十三条
dishisanzhang 第十三章
dishisici 第十四次
dishisitiao 第十四条
dishisizhang 第十四章
dishiwuci 第十五次
dishiwutiao 第十五条
dishiyici 第十一次
dishiyijie 第十一届
dishiyijuan 第十一卷
dishiyitiao 第十一条
dishiyizhang 第十一章
dishuichengbing 滴水成冰
disijidu 第四季度
disishiliu 第四十六
disishiyi 第四十一
diuxiabuguan 丢下不管
diwadiqu 低洼地区
diwangjiangxiang 帝王将相
diweishuji 地委书记
diwomaodun 敌我矛盾
diwushiwu 第五十五
dixiashuiwei 地下水位
dixiatiedao 地下铁道
dixiatongdao 地下通道
diyadianqi 低压电器
diyibaihui 第一百回
diyichanye 第一产业
diyifenzhong 第一分钟
diyiguoji 第一国际
diyijieduan 第一阶段
diyinchanghao 低音长号
diyintiqin 低音提琴
diyirencheng 第一人称
diyishuji 第一书记
diyiyinxiang 第一印象
diyuwaiwu 抵御外侮
diyuzhengchang 低于正常
dizhenliedu 地震烈度
dizhenyubao 地震预报
dizhenzhenji 地震震级
dizhigongyuan 地质公园
dizhikantan 地质勘探
dizhikuangchan 地质矿产
dizhiniandai 地质年代
dizhixuejia 地质学家
dizhizaihai 地质灾害
dizhujieji 地主阶级
dongbeidiqu 东北地区
dongbeifangxiang 东北方向
dongbeipingyuan 东北平原
dongchongxiacao 冬虫夏草
dongdangbuan 动荡不安
dongfangguangchang 东方广场
dongfangmingzhu 东方明珠
dongfangwenhua 东方文化
donghanshiqi 东汉时期
donghuadianying 动画电影
donghuaduanpian 动画短片
donghuasheji 动画设计
donghuayingpian 动画影片
dongjinshiqi 东晋时期
dongjiyundong 冬季运动
dongliangdingli 动量定理
donglidianchi 动力电池
donglijixie 动力机械
donglixitong 动力系统
donglizhuangzhi 动力装置
dongmaiyinghua 动脉硬化
dongmengguojia 东盟国家
dongnanbanbi 东南半壁
dongnandiqu 东南地区
dongnanxibei 东南西北
dongnengdingli 动能定理
dongouguojia 东欧国家
dongoupingyuan 东欧平原
dongrenxinpo 动人心魄
dongrenxinxian 动人心弦
dongshaqundao 东沙群岛
dongtaibianhua 动态变化
dongtaifenxi 动态分析
dongtaipingheng 动态平衡
dongtaixiaoguo 动态效果
dongtanbude 动弹不得
dongwuxibao 动物细胞
dongwuxuejia 动物学家
dongwuyiyuan 动物医院
dongxinanbei 东西南北
dongyadiqu 东亚地区
dongyageguo 东亚各国
dongyaobuding 动摇不定
dongyuanqunzhong 动员群众
dongzhoushiqi 东周时期
dongzuosudu 动作速度
doukezhiwu 豆科植物
douleizhiwu 豆类植物
dousoujingshen 抖擞精神
douzhengxingshi 斗争形式
douzhiangyang 斗志昂扬
duanduanjitian 短短几天
duanjueguanxi 断绝关系
duanlianshenti 锻炼身体
duanpianxiaoshuo 短篇小说
duanqidaikuan 短期贷款
duanrancuoshi 断然措施
duanxianfengzheng 断线风筝
duanxiaojinghan 短小精悍
duanzhangquyi 断章取义
ducaitongzhi 独裁统治
dudaojianjie 独到见解
dudaozhichu 独到之处
duguonanguan 渡过难关
duihuamaoyi 对华贸易
duijiqilai 堆积起来
duijirushan 堆积如山
duilitongyi 对立统一
duishuhanshu 对数函数
duiwaijingmao 对外经贸
duiwaikaifang 对外开放
duiwailaowu 对外劳务
duiwaimaoyi 对外贸易
dujiangzhanyi 渡江战役
dujiaxinwen 独家新闻
dujujiangxin 独具匠心
dujutese 独具特色
dulandaquan 独揽大权
duliguojia 独立国家
dulijingshen 独立精神
dulisikao 独立思考
dulixingshi 独立行使
dulixuanyan 独立宣言
dulizhanzheng 独立战争
dulizizhu 独立自主
dunhuangshiku 敦煌石窟
duobianmaoyi 多边贸易
duocaiduozi 多彩多姿
duochangshijian 多长时间
duodanghezuo 多党合作
duominike 多米尼克
duoxingqiti 惰性气体
duoyuanhuigui 多元回归
duoyuanzhineng 多元智能
duozhongchanpin 多种产品
duozhongduoyang 多种多样
duozhongjingying 多种经营
duozhongshouduan 多种手段
duozhongxingshi 多种形式
duozhongyingyang 多种营养
duozhongyuyan 多种语言
duoziduocai 多姿多彩
dupinzousi 毒品走私
duqushuju 读取数据
dushubiji 读书笔记
duxienengli 读写能力
duzhifanzui 渎职犯罪
ebadizhu 恶霸地主
edingdianliu 额定电流
edinggonglv 额定功率
elieyingxiang 恶劣影响
enuoduozi 婀娜多姿
erbaiqishi 二百七十
erbaiwushi 二百五十
ercifangcheng 二次方程
ercigeming 二次革命
ercihanshu 二次函数
ercinengyuan 二次能源
erfenyinfu 二分音符
erfenzhiyi 二分之一
ermuyixin 耳目一新
ershiduonian 二十多年
ershierri 二十二日
ershijisui 二十几岁
ershijiunian 二十九年
ershiqinian 二十七年
ershiqisui 二十七岁
ershisannian 二十三年
ershisanri 二十三日
ershishiji 二十世纪
ershisinian 二十四年
ershiwunian 二十五年
ershiwuri 二十五日
ershiyinian 二十一年
ershiyiri 二十一日
ershiyitiao 二十一条
ertongjiaoyu 儿童教育
ertongleyuan 儿童乐园
ertongwanju 儿童玩具
ertongyiyuan 儿童医院
erwenmudu 耳闻目睹
erzhezhijian 二者之间
erzhongquanhui 二中全会
exingjingzheng 恶性竞争
exingpengzhang 恶性膨胀
exingxunhuan 恶性循环
exingzhongliu 恶性肿瘤
eyichengxu 恶意程序
eyufengcheng 阿谀奉承
eyufengying 阿谀逢迎
fabiaoshengming 发表声明
fabiaotanhua 发表谈话
fabiaowenzhang 发表文章
fabiaoyanshuo 发表演说
fabiaoyijian 发表意见
fabiaoyilun 发表议论
fabumingling 发布命令
facaizhifu 发财致富
fachushengxiang 发出声响
fachushengyin 发出声音
fadaguojia 发达国家
fadianjizu 发电机组
fadiannengli 发电能力
fadianshebei 发电设备
fadingchengxu 法定程序
fadingdaili 法定代理
fadingjicheng 法定继承
fadingqixian 法定期限
fadingtiaojian 法定条件
fadongqunzhong 发动群众
fadongzhanzheng 发动战争
fafangdaikuan 发放贷款
fafentuqiang 发愤图强
faguangqiangdu 发光强度
faguobali 法国巴黎
faguodianying 法国电影
faguozhengfu 法国政府
faguozongli 法国总理
fahuizuoyong 发挥作用
fajiazhifu 发家致富
fajuechulai 发掘出来
falvchangshi 法律常识
falvfagui 法律法规
falvguwen 法律顾问
falvrenke 法律认可
falvshiwu 法律事务
falvshouduan 法律手段
falvtiaowen 法律条文
falvwenshu 法律文书
falvxiaoli 法律效力
falvyiju 法律依据
falvyishi 法律意识
falvyiwu 法律义务
falvyuanzhu 法律援助
falvzeren 法律责任
falvzhicai 法律制裁
falvzixun 法律咨询
famingchuangzao 发明创造
famingzhuanli 发明专利
famugongren 伐木工人
fanchangxianxiang 反常现象
fandongfenzi 反动分子
fandongjituan 反动集团
fandongshili 反动势力
fanfuqiangdiao 反复强调
fanfutuiqiao 反复推敲
fanfuwuchang 反复无常
fanfuyanjiu 反复研究
fanfuzhengming 反复证明
fangansheji 方案设计
fangbiankuaijie 方便快捷
fangbingzhibing 防病治病
fangcunzhijian 方寸之间
fangdanboli 防弹玻璃
fangdaxishu 放大系数
fangfancuoshi 防范措施
fangfangmianmian 方方面面
fanghanbaonuan 防寒保暖
fanghongkangzai 防洪抗灾
fanghulindai 防护林带
fanghuyongpin 防护用品
