阿曼米黄	amanmihuang
戳穿阴谋	chuochuanyinmou
磁摆动器	cibaidongqi
磁保持继电器	cibaochijidianqi
磁场	cichang
磁场直拉法	cichangzhilafa
磁尺	cichi
磁带	cidai
磁电式继电器	cidianshijidianqi
磁分离	cifenli
磁浮轴承	cifuzhoucheng
磁共振成象	cigongzhenchengxiang
磁鼓	cigu
磁光盘	ciguangpan
磁光调制器	ciguangtiaozhiqi
磁光显示	ciguangxianshi
刺海棠	cihaitang
磁化	cihua
磁化漆	cihuaqi
刺槐	cihuai
次级电子导电	cijidianzidaodian
次级辐射体	cijifusheti
磁记录媒体	cijilumeiti
磁记录媒质	cijilumeizhi
瓷夹	cijia
瓷夹板	cijiaban
瓷夹布线	cijiabuxian
次间	cijian
次坚石	cijianshi
磁卡锁	cikasuo
磁老化	cilaohua
次梁	ciliang
次髎	ciliao
磁疗	ciliao
磁敏感器	ciminganqi
磁能积	cinengji
磁粘滞性	cinianzhixing
磁盘	cipan
磁盘工具	cipangongju
次品	cipin
磁平	ciping
磁屏蔽电子枪	cipingbidianziqiang
此情永不移	ciqingyongbuyi
刺楸	ciqiu
磁石发电机	cishifadianji
磁调制器	citiaozhiqi
次同步层	citongbuceng
词头法同步	citoufatongbu
磁性地层学	cixingdicengxue
磁性录制	cixingluzhi
磁性烟感器	cixingyanganqi
刺榆	ciyu
磁致冷	cizhileng
瓷质外墙砖	cizhiwaiqiangzhuan
瓷砖	cizhuan
瓷砖胶	cizhuanjiao
磁转矩计	cizhuanjuji
磁砖粘结剂	cizhuannianjieji
葱兰	conglan
葱茂	congmao
葱蒜类蔬菜	congsuanleishucai
粗抽泵	cuchoubeng
粗抽管路	cuchouguanlu
粗抽时间	cuchoushijian
粗加工	cujiagong
促进项目	cujinxiangmu
粗粒式沥青砼	culishiliqingtong
粗料石	culiaoshi
粗略定向	culuedingxiang
猝灭效应	cumiexiaoying
粗砂	cusha
粗声厉气	cushengliqi
促销礼品	cuxiaolipin
促销小姐	cuxiaoxiaojie
簇形晶体	cuxingjingti
粗真空	cuzhenkong
蹿跳	cuantiao
催化剂	cuihuaji
淬灭	cuimie
淬灭校正	cuimiejiaozheng
淬灭效应	cuimiexiaoying
翠雀	cuique
崔秀宏	cuixiuhong
存储管	cunchuguan
存储转发交换	cunchuzhuanfajiaohuan
存货	cunhuo
存据	cunju
存款业务核算	cunkuanyewuhesuan
存折帐户	cunzhezhanghu
错层式车库	cuocengshicheku
错词表	cuocibiao
措辞不当	cuocibudang
锉刀	cuodao
错列排管	cuoliepaiguan
锉磨	cuomo
错台	cuotai
错位	cuowei
错误定位子	cuowudingweizi
错误型	cuowuxing
大坝	daba
大白花	dabaihua
大白柳	dabailiu
大板结构	dabanjiegou
大板结构体系	dabanjiegoutixi
打保票	dabaopiao
大比例详图	dabilixiangtu
大便干结	dabianganjie
大肠菌群	dachangjunqun
大肠俞	dachangyu|dachangshu
达到绿化标准	dadaolvhuabiaozhun
大地构造学	dadigouzaoxue
大地接收机	dadijieshouji
大底盘	dadipan
大额枋	daefang
大沽河	daguhe
大骨空	dagukong
打夯	dahang
大赫	dahe
大横	daheng
大花第伦桃	dahuadiluntao
大花金鸡菊	dahuajinjiju
大花老鸦嘴	dahualaoyazui
大花溲疏	dahuasoushu
大花酢浆草	dahuazuojiangcao
大黄柳	dahuangliu
大火草	dahuocao
大戟科	dajike
搭建	dajian
搭接	dajie
大金花	dajinhua
大金鸡菊	dajinjiju
大巨	daju
打孔钳	dakongqian
打口	dakou
大力钳	daliqian
大理石板	dalishiban
大理石板贴面	dalishibantiemian
大理石铺切	dalishipuqie
大理岩	daliyan
搭链	dalian
大量观察法	daliangguanchafa
大陆车阀说	daluchefashuo
大陆地震	daludizhen
大陆漂移	dalupiaoyi
大陆漂移说	dalupiaoyishuo
大螺帽	daluomao
大偏拉	dapianla
大片森林	dapiansenlin
大偏心	dapianxin
大偏心受压	dapianxinshouya
大偏压	dapianya
大薸	dapiao
大屏幕显示	dapingmuxianshi
大平锹	dapingqiao
大气激光通信	daqijiguangtongxin
大气圈	daqiquan
大气质量	daqizhiliang
大青杨	daqingyang
大树菠萝	dashuboluo
大水	dashui
大丝葵	dasikui
大湾组	dawanzu
大吴风草	dawufengcao
达西定律	daxidinglv
大信号分析	daxinhaofenxi
大信镇	daxinzhen
大叶落地生根	dayeluodishenggen
大叶朴	dayepu
大叶青铁	dayeqingtie
大叶榕	dayerong
大叶仙茅	dayexianmao
大叶相思	dayexiangsi
大叶小檗	dayexiaobo
大叶油草	dayeyoucao
大叶紫薇	dayeziwei
大叶棕竹	dayezongzhu
大冶组	dayezu
打印机	dayinji
大迎	daying
大芋头	dayutou
大圆航线	dayuanhangxian
大中修周期	dazhongxiuzhouqi
大杼	dazhu
打字练习软件	dazilianxiruanjian
代办发货委收	daibanfahuoweishou
代表性流域	daibiaoxingliuyu
带毒者	daiduzhe
代管	daiguan
戴航	daihang
带基	daiji
带胶垫	daijiaodian
贷款业务核算	daikuanyewuhesuan
代理收货委收	dailishouhuoweishou
待命时间	daimingshijian
带内信令	daineixinling
带皮材积	daipicaiji
带上亮	daishangliang
代数码	daishuma
带外信令	daiwaixinling
带隙	daixi
代谢成象	daixiechengxiang
带状分布	daizhuangfenbu
带状间作	daizhuangjianzuo
歹字型构造	daizixinggouzao
代租	daizu
丹倍效应	danbeixiaoying
单臂谱仪	danbipuyi
单边突变结	danbiantubianjie
单边序列	danbianxulie
单层厂房	dancengchangfang
单分子层	danfenziceng
氮分子激光器	danfenzijiguangqi
单干鱼尾葵	danganyuweikui
单栱	dangong
单勾阑	dangoulan
氮固持	danguchi
单光子发射	danguangzifashe
氮化铝瓷	danhualvci
氮化物	danhuawu
单基地雷达	danjidileida
单价分析表	danjiafenxibiao
单开暗装木门	dankaianzhuangmumen
单开玻璃门	dankaibolimen
氮矿化	dankuanghua
单粒传法	danlichuanfa
单联碗头	danlianwantou
单联碗头挂板	danlianwantouguaban
单笼	danlong
单路单载波	danludanzaibo
单脉冲激光器	danmaichongjiguangqi
单脉冲雷达	danmaichongleida
单面	danmian
单面走廊式	danmianzoulangshi
单模工作	danmogongzuo
但能为	dannengwei
单排脚手架	danpaijiaoshoujia
单盘	danpan
单盘短管	danpanduanguan
单频激光器	danpinjiguangqi
单扇窗	danshanchuang
但扇推拉门	danshantuilamen
淡水	danshui
氮损失	dansunshi
丹田	dantian
单透镜	dantoujing
单位估价表	danweigujiabiao
单位过程线	danweiguochengxian
单位阶跃响应	danweijieyuexiangying
单位取样序列	danweiquyangxulie
胆息肉	danxirou
弹线分格	danxianfenge|tanxianfenge
单相电动机	danxiangdiandongji
单相负荷	danxiangfuhe
单向供水	danxianggongshui
单向推力墩	danxiangtuilidun
单相系统	danxiangxitong
氮循环	danxunhuan
单音指令	danyinzhiling
但英语	danyingyu
胆俞	danyu|danshu
单元板分配	danyuanbanfenpei
单元板块	danyuanbankuai
单元式幕墙	danyuanshimuqiang
单轴型铁氧体	danzhouxingtieyangti
氮周转	danzhouzhuan
单砖墙	danzhuanqiang
档案	dangan
档案编研	danganbianyan
档案馆指南	danganguanzhinan
档案价值	danganjiazhi
档案鉴定	danganjianding
档案检索	danganjiansuo
档案收藏	danganshoucang
档案收集	danganshouji
档案缩微品	dangansuoweipin
档案学	danganxue
档案展览	danganzhanlan
档案主题词表	danganzhuticibiao
档案装具	danganzhuangju
挡板	dangban
挡板阀	dangbanfa
挡潮坝	dangchaoba
挡潮闸	dangchaozha
挡车柱	dangchezhu
当地入流	dangdiruliu
党锋军	dangfengjun
档号	danghao
档号章	danghaozhang
挡护	danghu
挡脚板	dangjiaoban
档距	dangju
当具体	dangjuti
当量轴次	dangliangzhouci
挡墙	dangqiang
档圈	dangquan
挡热墙	dangreqiang
当日抵用率	dangridiyonglv
挡数	dangshu
挡水坝	dangshuiba
挡土板	dangtuban
挡土墙	dangtuqiang
挡土墙工程	dangtuqianggongcheng
当务之急	dangwuzhiji
挡渣墙	dangzhaqiang
党政干部	dangzhengganbu
稻白叶枯病	daobaiyekubing
导爆管	daobaoguan
刀兵刀叉	daobingdaocha
到不怕	daobupa
道岔测量	daochaceliang
导出包络	daochubaoluo
倒锤线观测	daochuixianguance
导地线规格	daodixianguige
导电箔	daodianbo
导电图形	daodiantuxing
稻干尖线虫病	daoganjianxianchongbing
导购小姐	daogouxiaojie
倒挂金钟	daoguajinzhong
导管	daoguan
导管电极	daoguandianji
导轨	daogui
导航雷达	daohangleida
导荷载	daohezai
倒虹吸	daohongxi
导火线	daohuoxian
刀尖	daojian
导姐	daojie
导抗电桥	daokangdianqiao
道口	daokou
倒口湖	daokouhu
到口湖钻孔	daokouhuzuankong
刀口浪尖	daokoulangjian
道宽	daokuan
导联系统	daolianxitong
导流	daoliu
导流沟	daoliugou
导流系数	daoliuxishu
倒楼盖	daolougai
倒楼盖模型	daolougaimoxing
道路灯	daoludeng
道路工程测量	daolugongchengceliang
道路交通安全	daolujiaotonganquan
道路景观设计	daolujingguansheji
道路绿化	daolulvhua
道路石油沥青	daolushiyouliqing
道路网	daoluwang
刀片	daopian
导频信号	daopinxinhao
倒谱	daopu
导墙	daoqiang
刀切斧砍	daoqiefukan
捣实	daoshi
到图	daotu
导线断股	daoxianduangu
导线防震锤	daoxianfangzhenchui
导线温度	daoxianwendu
倒向场聚焦	daoxiangchangjujiao
导引	daoyin
稻瘿蚊	daoyingwen
倒运	daoyun
德拜长度	debaichangdu
德国鸢尾	deguoyuanwei
德国足球	deguozuqiu
得气	deqi
等地温线	dengdiwenxian
等电子中心	dengdianzizhongxin
等定量	dengdingliang
等幅传输	dengfuchuanshu
等高耕作	denggaogengzuo
等高距	denggaoju
等高线	denggaoxian
等高显示器	denggaoxianshiqi
等高植物篱	denggaozhiwuli
等工程措施	denggongchengcuoshi
灯钩	denggou
灯光系统	dengguangxitong
灯光指示器	dengguangzhishiqi
等级公路	dengjigonglu
等剂量曲线	dengjiliangquxian
等级网	dengjiwang
登记造册	dengjizaoce
等截面	dengjiemian
等精度曲线	dengjingduquxian
等静压	dengjingya
灯具	dengju
等离子体诊断	denglizitizhenduan
等流时线图	dengliushixiantu
灯泡	dengpao
邓帅	dengshuai
灯台树	dengtaishu
等效辐射温度	dengxiaofushewendu
等效隙缝	dengxiaoxifeng
等效噪声功率	dengxiaozaoshenggonglv
等效噪声温差	dengxiaozaoshengwencha
等性腻子	dengxingnizi
等盐度线	dengyanduxian
瞪眼歪脖	dengyanwaibo
灯罩	dengzhao
等蒸发量线	dengzhengfaliangxian
底板	diban
堤边	dibian
地表径流	dibiaojingliu
地表路由选择	dibiaoluyouxuanze
地表水	dibiaoshui
地表水水文学	dibiaoshuishuiwenxue
地表滞留	dibiaozhiliu
底部加强	dibujiaqiang
底部加强部位	dibujiaqiangbuwei
底部加强区	dibujiaqiangqu
地仓	dicang
地层分区	dicengfenqu
底层平面	dicengpingmian
地层学	dicengxue
低潮位	dichaowei
低弹	didan
地电阻表	didianzubiao
地盾	didun
第二循环管系	dierxunhuanguanxi
第二主应力	dierzhuyingli
地方保护主义	difangbaohuzhuyi
地方入流	difangruliu
低酚棉	difenmian
地缝合线	difenghexian
地袱	difu
地瓜石	diguashi
帝冠	diguan
滴灌	diguan
递归文法	diguiwenfa
堤后街	dihoujie
堤后结	dihoujie
帝皇金	dihuangjin
地基	diji
地机	diji
地籍测量系统	dijiceliangxitong
地籍测量细则	dijiceliangxize
第几次爱你	dijiciaini
地基梁	dijiliang
低级路面	dijilumian
地籍图册	dijituce
低碱瓷	dijianci
底脚螺栓	dijiaoluoshuan
低截获率雷达	dijiehuolvleida
递进变形	dijinbianxing
地径	dijing
地堪	dikan
低空搜索雷达	dikongsousuoleida
地块数据库	dikuaishujuku
底宽	dikuan
地沥青	diliqing
地裂缝	diliefeng
抵临	dilin
底流消能	diliuxiaoneng
涤纶无纺布	dilunwufangbu
地面暗管道	dimiananguandao
地面保护	dimianbaohu
地面波化	dimianbohua
地面插座	dimianchazuo
地面沉降	dimianchenjiang
地面出线盒	dimianchuxianhe
地面导航设备	dimiandaohangshebei
地面高程	dimiangaocheng
地面工程	dimiangongcheng
地面灌溉	dimianguangai
地面集水时间	dimianjishuishijian
地面逆温	dimianniwen
地面渗流	dimianshenliu
地面水	dimianshui
地面通信线路	dimiantongxinxianlu
地面蒸发	dimianzhengfa
地面滞留	dimianzhiliu
地面专用插座	dimianzhuanyongchazuo
地膜覆盖	dimofugai
低频	dipin
低频通信	dipintongxin
低频扬声器	dipinyangshengqi
地坪砖	dipingzhuan
低气压试验	diqiyashiyan
地堑	diqian
地球磁性	diqiucixing
地球动力学	diqiudonglixue
地球观测系统	diqiuguancexitong
地球化学图	diqiuhuaxuetu
地球化学异常	diqiuhuaxueyichang
地球水圈	diqiushuiquan
地球同步卫星	diqiutongbuweixing
地球站	diqiuzhan
地热能	direneng
第三主应力	disanzhuyingli
地上衡	dishangheng
地史学	dishixue
低水位	dishuiwei
低水位报警器	dishuiweibaojingqi
滴水线	dishuixian
第四纪冰期	disijibingqi
地速	disu
棣棠花	ditanghua
底涂	ditu
地图编制	ditubianzhi
地图测绘雷达	ditucehuileida
地图更新	ditugengxin
底图柜	ditugui
底图密集架	ditumijijia
地图匹配导航	ditupipeidaohang
地图投影	ditutouying
地温	diwen
低温干燥	diwenganzao
低温冷害	diwenlenghai
敌我识别	diwoshibie
地五会	diwuhui
地下补给河	dixiabugeihe
地下辐射	dixiafushe
地下工程	dixiagongcheng
地下管道工程	dixiaguandaogongcheng
地下管网	dixiaguanwang
地下害虫	dixiahaichong
地下河	dixiahe
地下河流	dixiaheliu
地下径流	dixiajingliu
底下流	dixialiu
地下水	dixiashui
地下水动态	dixiashuidongtai
地下水径流	dixiashuijingliu
地下水网络	dixiashuiwangluo
地下通风道	dixiatongfengdao
地线防震锤	dixianfangzhenchui
地形测量学	dixingceliangxue
地形跟踪雷达	dixinggenzongleida
地形跟踪系统	dixinggenzongxitong
地形回避雷达	dixinghuibileida
地形气候	dixingqihou
地形图图式	dixingtutushi
地形小气候	dixingxiaoqihou
低压	diya
抵押	diya
低压保护	diyabaohu
低压进线柜	diyajinxiangui
低压开关	diyakaiguan
低压配电盘	diyapeidianpan
低液限土	diyexiantu
第一杀手	diyishashou
第一闪烁体	diyishanshuoti
第一手滑坡	diyishouhuapo
第一循环管系	diyixunhuanguanxi
地应力测量	diyingliceliang
地震地质学	dizhendizhixue
地震海啸	dizhenhaixiao
地震线	dizhenxian
地震组合	dizhenzuhe
地质	dizhi
地质草图	dizhicaotu
地质基础	dizhijichu
地质勘察	dizhikancha
地质勘察报告	dizhikanchabaogao
地质年表	dizhinianbiao
地质侵蚀	dizhiqinshi
地质灾害	dizhizaihai
地质灾害评价	dizhizaihaipingjia
地质柱状图	dizhizhuzhuangtu
地轴	dizhou
垫板	dianban
电报	dianbao
电刨机	dianbaoji
电报局	dianbaoju
电报网	dianbaowang
电报学	dianbaoxue
电表	dianbiao
颠簸	dianbo
电波暗室	dianboanshi
电测深	dianceshen
垫层	dianceng
电唱盘	dianchangpan
电池钳	dianchiqian
电冲剪	dianchongjian
电磁波	diancibo
电磁测深	dianciceshen
电磁场	diancichang
电磁定门器	diancidingmenqi
电磁法	diancifa
电刺激	dianciji
电磁兼容	diancijianrong
电磁屏蔽室	diancipingbishi
电磁信号	diancixinhao
点地梅	diandimei
电动扳手	diandongbanshou
电动车轮胎	diandongcheluntai
电动传声器	diandongchuanshengqi
电动传送机	diandongchuansongji
电动蝶阀	diandongdiefa
电动耳机	diandongerji
电动攻丝机	diandonggongsiji
电动葫芦	diandonghulu
电动滑板车	diandonghuabanche
电动机	diandongji
电动机及配件	diandongjijipeijian
电动开门器	diandongkaimenqi
电动螺丝刀	diandongluosidao
电动螺丝批	diandongluosipi
电动摩托车	diandongmotuoche
电动启闭机	diandongqibiji
电动套丝机	diandongtaosiji
电动扬声器	diandongyangshengqi
电镀废水	diandufeishui
电镀清洗废水	dianduqingxifeishui
淀粉	dianfen
电杆	diangan
电工器材	diangongqicai
电工钳	diangongqian
电光晶体光阀	dianguangjingtiguangfa
电光陶瓷	dianguangtaoci
电光调制	dianguangtiaozhi
电荷耦合器	dianheouheqi
电弧焊	dianhuhan
电呼吸描记术	dianhuximiaojishu
电话	dianhua
电话出线口	dianhuachuxiankou
电话电缆	dianhuadianlan
电话分机	dianhuafenji
电话分线盒	dianhuafenxianhe
电话机	dianhuaji
电话网	dianhuawang
电话学	dianhuaxue
电化致变色	dianhuazhibianse
电话组线箱	dianhuazuxianxiang
电汇	dianhui
电极密度	dianjimidu
电极展距	dianjizhanju
电解处理法	dianjiechulifa
电控机	diankongji
癫狂	diankuang
点扩展函数	diankuozhanhanshu
电缆	dianlan
电缆吊架	dianlandiaojia
电缆膏	dianlangao
电缆管道	dianlanguandao
电缆钳	dianlanqian
电缆切断器	dianlanqieduanqi
电缆竖井	dianlanshujing
电缆箱	dianlanxiang
电离比	dianlibi
电离层	dianliceng
电力电子学	dianlidianzixue
电力法规	dianlifagui
电离径迹	dianlijingji
电力配电盘	dianlipeidianpan
电离张弛振荡	dianlizhangchizhendang
电量报送	dianliangbaosong
电铃	dianling
电铃按钮	dianlinganniu
电铃变压器	dianlingbianyaqi
电流	dianliu
电流分配比	dianliufenpeibi
电路图	dianlutu
电路转换开关	dianluzhuanhuankaiguan
电麻醉	dianmazui
电脑	diannao
电啮合长度	dianniehechangdu
电凝法	dianningfa
电气除尘器	dianqichuchenqi
电气出线口	dianqichuxiankou
电气化	dianqihua
电气配关	dianqipeiguan
电气设计	dianqisheji
电气设施	dianqisheshi
电气图纸	dianqituzhi
垫铅垫	dianqiandian
电切术	dianqieshu
电热器	dianreqi
电容传声器	dianrongchuanshengqi
电容柜	dianronggui
电容量允差	dianrongliangyuncha
电容熔断器	dianrongrongduanqi
电熔丝	dianrongsi
电扫雷达	diansaoleida
电渗析器	dianshenxiqi
电声系统	dianshengxitong
电视	dianshi
电视机	dianshiji
电枢控制	dianshukongzhi
碘酸锂晶体	diansuanlijingti
电碎石法	diansuishifa
电台磁方位	diantaicifangwei
电台方位	diantaifangwei
电台航向	diantaihangxiang
电梯	dianti
电梯安全装置	diantianquanzhuangzhi
电梯井坑	diantijingkeng
电梯平台	diantipingtai
电梯组	diantizu
电调滤波器	diantiaolvboqi
电调振荡器	diantiaozhendangqi
电筒	diantong
点通信	diantongxin
电网	dianwang
电位降	dianweijiang
电围栏	dianweilan
电文	dianwen
电文交换	dianwenjiaohuan
电细胞融合	dianxibaoronghe
电线槽	dianxiancao
电线穿管	dianxianchuanguan
电信	dianxin
电信业务工程	dianxinyewugongcheng
电休克	dianxiuke
电压	dianya
电压敏感器	dianyaminganqi
电压切转充电	dianyaqiezhuanchongdian
电压梯度	dianyatidu
电压驻波比	dianyazhubobi
电影金曲	dianyingjinqu
电泳显示	dianyongxianshi
电育雏伞	dianyuchusan
电源点	dianyuandian
电源接地	dianyuanjiedi
电源进线柜	dianyuanjinxiangui
电晕计数器	dianyunjishuqi
点渣压力焊	dianzhayalihan
电针术	dianzhenshu
电致变色	dianzhibianse
电致变色显示	dianzhibiansexianshi
电致发光显示	dianzhifaguangxianshi
电致伸缩陶瓷	dianzhishensuotaoci
电钟插座	dianzhongchazuo
电钟系统	dianzhongxitong
电子	dianzi
电子版年	dianzibannian
电子保密	dianzibaomi
电子测量	dianziceliang
电子档案馆	dianzidanganguan
电子电压表	dianzidianyabiao
电子反对抗	dianzifanduikang
电子肺量计	dianzifeiliangji
电子干扰	dianziganrao
电子感生解吸	dianziganshengjiexi
电子公文	dianzigongwen
电子回轰	dianzihuihong
电子计价秤	dianzijijiacheng
电子计算机	dianzijisuanji
电子块	dianzikuai
电子欺骗	dianziqipian
电子亲和势	dianziqinheshi
电子群聚	dianziqunju
电子束泵浦	dianzishubengpu
电子探针	dianzitanzhen
电子陶瓷	dianzitaoci
电子体温计	dianzitiwenji
电子听诊器	dianzitingzhenqi
电子外业手簿	dianziwaiyeshoubu
电子伪装	dianziweizhuang
电子效率	dianzixiaolv
电子眼压计	dianziyanyaji
电子仪器仪表	dianziyiqiyibiao
电子印象机	dianziyinxiangji
电子邮件	dianziyoujian
电子侦察	dianzizhencha
电子支援措施	dianzizhiyuancuoshi
电阻海	dianzuhai
调查处理	diaochachuli
吊车	diaoche
吊锤	diaochui
吊锤投影	diaochuitouying
