阿巴斯港	abasigang
预压状态	yuyazhuangtai
渔业灯	yuyedeng
渔业基地船	yuyejidichuan
渔政船	yuzhengchuan
预作用装置	yuzuoyongzhuangzhi
原地校正	yuandijiaozheng
圆概率误差	yuangailvwucha
元山	yuanshan
元山朝鲜	yuanshanchaoxian
圆型船	yuanxingchuan
远洋船	yuanyangchuan
原油洗舱	yuanyouxicang
原油油船	yuanyouyouchuan
圆周加速度	yuanzhoujiasudu
约束管道	yueshuguandao
运畜船	yunchuchuan
运动补偿设备	yundongbuchangshebei
运动件校中	yundongjianxiaozhong
运河式船坞	yunheshichuanwu
运煤船	yunmeichuan
运木船	yunmuchuan
运输船	yunshuchuan
运输分析	yunshufenxi
运输加速度	yunshujiasudu
运转灯	yunzhuandeng
运转试验	yunzhuanshiyan
云状空化	yunzhuangkonghua
杂货船	zahuochuan
杂散电流腐蚀	zasandianliufushi
载驳船	zaibochuan
在船上	zaichuanshang
在船尾部	zaichuanweibu
载管驳	zaiguanbo
载荷曲线	zaihequxian
载货甲板	zaihuojiaban
载货量	zaihuoliang
载货能力	zaihuonengli
载货性能	zaihuoxingneng
再热裂纹	zaireliewen
载人潜水器	zairenqianshuiqi
在位分析	zaiweifenxi
载重量	zaizhongliang
载重量标尺	zaizhongliangbiaochi
载重量分布	zaizhongliangfenbu
载重量系数	zaizhongliangxishu
载重能力	zaizhongnengli
载重线	zaizhongxian
载重线标志	zaizhongxianbiaozhi
造波机	zaoboji
早期生产系统	zaoqishengchanxitong
遭遇角	zaoyujiao
增压柴油机	zengyachaiyouji
闸式潜水器	zhashiqianshuiqi
闸室装置	zhashizhuangzhi
窄带发射	zhaidaifashe
窄带干扰	zhaidaiganrao
战斗舰艇	zhandoujianting
湛江	zhanjiang
湛江中国	zhanjiangzhongguo
展开轮廓	zhankailunkuo
展开面积比	zhankaimianjibi
战术直径	zhanshuzhijing
粘压阻力	zhanyazuli
帐拉马里博	zhanglamalibo
张力腿平台	zhanglituipingtai
照明分电箱	zhaomingfendianxiang
罩筒螺桨	zhaotongluojiang
找止点	zhaozhidian
折边肘板	zhebianzhouban
折刀式门	zhedaoshimen
折叠式舱口盖	zhedieshicangkougai
遮光窗帘	zheguangchuanglian
浙江振宇	zhejiangzhenyu
折角线	zhejiaoxian
侦察船	zhenchachuan
振荡仪试验	zhendangyishiyan
振动烈度	zhendongliedu
振动允许界限	zhendongyunxujiexian
针管热交换器	zhenguanrejiaohuanqi
真航向	zhenhangxiang
针尖状气孔	zhenjianzhuangqikong
真空冷凝器	zhenkonglengningqi
真空式收集	zhenkongshishouji
真艏向	zhenshouxiang
正车部分	zhengchebufen
正车动叶	zhengchedongye
正车工况	zhengchegongkuang
正车喷嘴	zhengchepenzui
正车油动机	zhengcheyoudongji
正浮	zhengfu
正横	zhengheng
整理水池	zhenglishuichi
蒸馏水泵	zhengliushuibeng
蒸馏水水舱	zhengliushuishuicang
整流罩舵	zhengliuzhaoduo
蒸汽动力装置	zhengqidonglizhuangzhi
蒸汽机船	zhengqijichuan
蒸汽警笛	zhengqijingdi
整体螺桨	zhengtiluojiang
整体式浮船坞	zhengtishifuchuanwu
郑志敏	zhengzhimin
值班报警装置	zhibanbaojingzhuangzhi
纸箔床	zhibochuang
制淡海水泵	zhidanhaishuibeng
制淡装置	zhidanzhuangzhi
制荡板	zhidangban
制荡舱壁	zhidangcangbi
止点规	zhidiangui
制动转速	zhidongzhuansu
制动装置试验	zhidongzhuangzhishiyan
止滑器	zhihuaqi
指挥电话机	zhihuidianhuaji
直接起动	zhijieqidong
直径系数	zhijingxishu
直立型艏	zhilixingshou
指令速率	zhilingsulv
制流板	zhiliuban
制流板舵	zhiliubanduo
直流电弧焊	zhiliudianhuhan
止屈器	zhiquqi
直升机甲板	zhishengjijiaban
支索桅	zhisuowei
直梯	zhiti
直通电话	zhitongdianhua
支线船	zhixianchuan
支线传送装置	zhixianchuansongzhuangzhi
支线起线机	zhixianqixianji
直线拖曳试验	zhixiantuoyeshiyan
直线稳定性	zhixianwendingxing
中波通信	zhongbotongxin
中部结构	zhongbujiegou
舯部肋骨	zhongbuleigu
舯部住舱	zhongbuzhucang
重柴油输送泵	zhongchaiyoushusongbeng
中垂	zhongchui
中底桁	zhongdiheng
重迭螺桨	chongdieluojiang|zhongdieluojiang
中断	zhongduan
中断装置	zhongduanzhuangzhi
中舵	zhongduo
重防蚀涂料	zhongfangshituliao
中拱	zhonggong
中桁材	zhonghengcai
中横剖面	zhonghengpoumian
中横剖面系数	zhonghengpoumianxishu
中机型船	zhongjixingchuan
中间铰链	zhongjianjiaolian
中间肋骨	zhongjianleigu
中间轴	zhongjianzhou
中间轴轴承	zhongjianzhouzhoucheng
重力扳手	zhonglibanshou
重力焊条	zhonglihantiao
重力环	zhonglihuan
重力式吊艇架	zhonglishidiaotingjia
重力式平台	zhonglishipingtai
重力式收集	zhonglishishouji
重力式系泊塔	zhonglishixibota
重力式下水	zhonglishixiashui
重力仪绞车	zhongliyijiaoche
重力油柜	zhongliyougui
重量计算书	zhongliangjisuanshu
重量曲线	zhongliangquxian
中内龙骨	zhongneilonggu
舯剖面惯性矩	zhongpoumianguanxingju
中速雾喷头	zhongsuwupentou
重稳距	zhongwenju
中线面	zhongxianmian
重心	zhongxin
重型吊杆装置	zhongxingdiaoganzhuangzhi
中压空气瓶	zhongyakongqiping
中央井	zhongyangjing
中央盘梯	zhongyangpanti
中站面	zhongzhanmian
中轴系	zhongzhouxi
中纵舱壁	zhongzongcangbi
中纵剖面	zhongzongpoumian
肘板	zhouban
肘板连接	zhoubanlianjie
轴包覆	zhoubaofu
轴包套	zhoubaotao
轴承刮削	zhouchengguaxiao
轴承跨距	zhouchengkuaju
轴承力	zhouchengli
轴带发电机	zhoudaifadianji
轴法兰	zhoufalan
轴毂	zhougu
轴颈和轴瓦	zhoujinghezhouwa
轴模	zhoumo
舟山船厂	zhoushanchuanchang
轴隧	zhousui
轴隧艉室	zhousuiweishi
轴套黏接	zhoutaonianjie
轴套水压试验	zhoutaoshuiyashiyan
轴套油压试验	zhoutaoyouyashiyan
轴系	zhouxi
轴系传动装置	zhouxichuandongzhuangzhi
轴系负荷校中	zhouxifuhexiaozhong
轴系共振	zhouxigongzhen
轴系固有频率	zhouxiguyoupinlv
轴系回旋振动	zhouxihuixuanzhendong
轴系接地装置	zhouxijiedizhuangzhi
轴系临界转速	zhouxilinjiezhuansu
轴系扭振测量	zhouxiniuzhenceliang
轴系扭转振动	zhouxiniuzhuanzhendong
轴系效率	zhouxixiaolv
轴系校中	zhouxixiaozhong
轴系找中	zhouxizhaozhong
轴系制动器	zhouxizhidongqi
轴系直线校中	zhouxizhixianxiaozhong
轴系中线	zhouxizhongxian
轴系纵向振动	zhouxizongxiangzhendong
轴线上叶厚	zhouxianshangyehou
主舱	zhucang
贮藏舱	zhucangcang
住舱单元	zhucangdanyuan
住舱甲板	zhucangjiaban
主操舵装置	zhucaoduozhuangzhi
主柴油机	zhuchaiyouji
主尺度	zhuchidu
主尺度比	zhuchidubi
主船体	zhuchuanti
主电站	zhudianzhan
主动舵	zhudongduo
主发电机组	zhufadianjizu
主干电缆	zhugandianlan
主给水系统	zhugeishuixitong
主钩起重量	zhugouqizhongliang
珠海中国	zhuhaizhongguo
主机	zhuji
主机飞轮	zhujifeilun
主机海水泵	zhujihaishuibeng
主机滑油泵	zhujihuayoubeng
主机基座	zhujijizuo
主机校中	zhujixiaozhong
主机油底壳	zhujiyoudike
主机转速表	zhujizhuansubiao
主甲板	zhujiaban
主空气瓶	zhukongqiping
主空压机	zhukongyaji
主缆	zhulan
主肋骨	zhuleigu
主罗经	zhuluojing
助媒剂	zhumeiji
主配电板	zhupeidianban
主汽轮机	zhuqilunji
主汽轮机组	zhuqilunjizu
主燃气轮机	zhuranqilunji
主燃气轮机组	zhuranqilunjizu
注水式船坞	zhushuishichuanwu
铸铁截止阀	zhutiejiezhifa
主要构件	zhuyaogoujian
主要要素	zhuyaoyaosu
主用发信机	zhuyongfaxinji
主用收信机	zhuyongshouxinji
铸造锚链钢	zhuzaomaoliangang
主蒸汽温度	zhuzhengqiwendu
主蒸汽系统	zhuzhengqixitong
主蒸汽压力	zhuzhengqiyali
主轴颈下沉量	zhuzhoujingxiachenliang
主坐标平面	zhuzuobiaopingmian
抓斗	zhuadou
抓斗机	zhuadouji
抓斗稳索	zhuadouwensuo
转驳柜	zhuanbogui
转出式吊艇架	zhuanchushidiaotingjia
转船力矩	zhuanchuanliju
转船提单	zhuanchuantidan
转动导缆孔	zhuandongdaolankong
转舵阶段	zhuanduojieduan
转环卸扣	zhuanhuanxiekou
转矩系数	zhuanjuxishu
转矩仪	zhuanjuyi
转艏性	zhuanshouxing
转首性	zhuanshouxing
转艏滞后	zhuanshouzhihou
转速禁区	zhuansujinqu
转台	zhuantai
专用压载水	zhuanyongyazaishui
专用压载水舱	zhuanyongyazaishuicang
转柱带缆桩	zhuanzhudailanzhuang
转柱舵	zhuanzhuduo
装复	zhuangfu
桩贯入深度	zhuangguanrushendu
桩基平台	zhuangjipingtai
桩式系泊塔	zhuangshixibota
桩腿	zhuangtui
装卸两港	zhuangxielianggang
桩靴	zhuangxue
坠落试验	zhuiluoshiyan
自动操舵仪	zidongcaoduoyi
自动测向仪	zidongcexiangyi
自动电话	zidongdianhua
自动舵	zidongduo
自动焊	zidonghan
自动排稀装置	zidongpaixizhuangzhi
自动停车装置	zidongtingchezhuangzhi
自动系泊绞车	zidongxibojiaoche
自动延绳钓机	zidongyanshengdiaoji
自浮泥管	zifuniguan
自航试验	zihangshiyan
自航试验拖力	zihangshiyantuoli
自航因子	zihangyinzi
自亮浮灯	ziliangfudeng
自然腐蚀电位	ziranfushidianwei
自然环境条件	ziranhuanjingtiaojian
自然噪声	ziranzaosheng
自适应能力	zishiyingnengli
自收藏能力	zishoucangnengli
紫铜床	zitongchuang
紫铜垫	zitongdian
紫铜管	zitongguan
字头型	zitouxing
自行扶正	zixingfuzheng
自由航迹试验	ziyouhangjishiyan
自由航速	ziyouhangsu
自由漂浮状态	ziyoupiaofuzhuangtai
自由液面	ziyouyemian
自由液面修正	ziyouyemianxiuzheng
总布置	zongbuzhi
纵舱壁	zongcangbi
纵荡	zongdang
总段建造法	zongduanjianzaofa
总吨位	zongdunwei
棕刚玉砂布	zonggangyushabu
纵骨	zonggu
纵骨架式	zonggujiashi
纵骨间距	zonggujianju
综合导航	zonghedaohang
纵桁	zongheng
纵桁结构	zonghengjiegou
纵距	zongju
纵裂纹	zongliewen
总排水量	zongpaishuiliang
总排水量曲线	zongpaishuiliangquxian
纵剖线	zongpouxian
纵倾	zongqing
纵倾测量仪	zongqingceliangyi
纵倾角	zongqingjiao
纵倾力矩	zongqingliju
纵倾平衡泵	zongqingpinghengbeng
纵倾调整	zongqingtiaozheng
纵稳心	zongwenxin
纵稳性	zongwenxing
纵向构件	zongxianggoujian
纵向滑道	zongxianghuadao
纵向强力构件	zongxiangqiangligoujian
纵向下水	zongxiangxiashui
纵向振动	zongxiangzhendong
纵斜	zongxie
纵摇	zongyao
纵摇角	zongyaojiao
总用泵	zongyongbeng
总振动	zongzhendong
总纵强度	zongzongqiangdu
总纵强度试验	zongzongqiangdushiyan
总纵弯曲	zongzongwanqu
总阻力	zongzuli
组合灯板	zuhedengban
组合锅炉	zuheguolu
组合肋板	zuheleiban
组合起动屏	zuheqidongping
组合支柱	zuhezhizhu
阻力试验	zulishiyan
阻塞比	zusebi
阻塞效应	zusexiaoying
阻塞修正	zusexiuzheng
组装式辅机组	zuzhuangshifujizu
钻冰机	zuanbingji
钻井驳	zuanjingbo
钻井船	zuanjingchuan
钻井供应船	zuanjinggongyingchuan
钻井平台	zuanjingpingtai
最大沉深吃水	zuidachenshenchishui
最大持续功率	zuidachixugonglv
最大横剖面	zuidahengpoumian
最大间断工况	zuidajianduangongkuang
最大宽	zuidakuan
最大连续工况	zuidalianxugongkuang
最大叶宽	zuidayekuan
最大叶宽比	zuidayekuanbi
最后分路	zuihoufenlu
最佳直径	zuijiazhijing
最佳转速	zuijiazhuansu
最小倾覆力矩	zuixiaoqingfuliju
坐底声呐	zuodishengna
坐底稳定性	zuodiwendingxing
坐底状态	zuodizhuangtai
左开式	zuokaishi
坐坞强度	zuowuqiangdu
左舷灯	zuoxiandeng
作业吃水	zuoyechishui
作业环境条件	zuoyehuanjingtiaojian
作业锚泊载荷	zuoyemaobozaihe
作业排水量	zuoyepaishuiliang
作业水深	zuoyeshuishen
作业系泊载荷	zuoyexibozaihe
作业系缆载荷	zuoyexilanzaihe
作业载荷	zuoyezaihe
作业状态	zuoyezhuangtai
左转机组	zuozhuanjizu
