阿姆可铁	amuketie
闩锁效应	shuansuoxiaoying
双伴音电视	shuangbanyindianshi
双臂谱仪	shuangbipuyi
双边带调制	shuangbiandaitiaozhi
双边序列	shuangbianxulie
双层绕组	shuangcengraozu
双导线	shuangdaoxian
双电层电容器	shuangdiancengdianrongqi
双工	shuanggong
双工器	shuanggongqi
双光子吸收	shuangguangzixishou
双光子荧光法	shuangguangziyingguangfa
双极存储器	shuangjicunchuqi
双基地雷达	shuangjidileida
双极晶体管	shuangjijingtiguan
双极型电池	shuangjixingdianchi
双极型集成电路	shuangjixingjichengdianlu
双极型晶体管	shuangjixingjingtiguan
双聚焦质谱仪	shuangjujiaozhipuyi
双口网络	shuangkouwangluo
双扩散	shuangkuosan
双面板	shuangmianban
双面研磨	shuangmianyanmo
双模行波管	shuangmoxingboguan
双曲透镜	shuangqutoujing
双曲线导航系统	shuangquxiandaohangxitong
双曲线系统	shuangquxianxitong
双速驱动	shuangsuqudong
双探针法	shuangtanzhenfa
双通道单脉冲	shuangtongdaodanmaichong
双线电路	shuangxiandianlu
双线圈变压器	shuangxianquanbianyaqi
双线性变换	shuangxianxingbianhuan
双相变压器	shuangxiangbianyaqi
双相电动机	shuangxiangdiandongji
双向二极管	shuangxiangerjiguan
双向晶闸管	shuangxiangjingzhaguan
双向通信	shuangxiangtongxin
双异质结激光器	shuangyizhijiejiguangqi
双音多频	shuangyinduopin
双折射	shuangzheshe
双锥天线	shuangzhuitianxian
水负载	shuifuzai
水力发电地点	shuilifadiandidian
水平极化	shuipingjihua
水汽氧化	shuiqiyanghua
水热法	shuirefa
水下激光雷达	shuixiajiguangleida
顺磁性	shuncixing
瞬间充电	shunjianchongdian
瞬时测频接收机	shunshicepinjieshouji
瞬时功率	shunshigonglv
瞬时视场	shunshishichang
瞬态	shuntai
瞬态电抗	shuntaidiankang
瞬态仿真	shuntaifangzhen
瞬态接地电阻	shuntaijiedidianzu
瞬态响应曲线	shuntaixiangyingquxian
四波混频	sibohunpin
四端网络	siduanwangluo
伺服放大器	sifufangdaqi
伺服机构	sifujigou
四极透镜	sijitoujing
四极质谱仪	sijizhipuyi
斯卡夫	sikafu
四能级系统	sinengjixitong
死区	siqu
似然比	siranbi
四探针法	sitanzhenfa
丝网印刷	siwangyinshua
四线制	sixianzhi
松脂酸	songzhisuan
搜索雷达	sousuoleida
速调管	sudiaoguan
速度功耗乘积	sudugonghaochengji
速度渐变	sudujianbian
速度控制	sudukongzhi
速度跳变	sudutiaobian
塑封	sufeng
塑封晶体管	sufengjingtiguan
速高比	sugaobi
速化反应	suhuafanying
塑料膜电容器	suliaomodianrongqi
算术逻辑部件	suanshuluojibujian
算术码	suanshuma
酸性蓄电池	suanxingxudianchi
隧穿	suichuan
隧道电流	suidaodianliu
隧道二极管	suidaoerjiguan
隧道炉	suidaolu
隧道效应	suidaoxiaoying
随机存取存储器	suijicunqucunchuqi
随机抖动	suijidoudong
随机控制理论	suijikongzhililun
随机码	suijima
随机扫描	suijisaomiao
随机误差	suijiwucha
随路信令	suiluxinling
损耗函数	sunhaohanshu
损伤	sunshang
损伤感生缺陷	sunshangganshengquexian
损伤吸杂工艺	sunshangxizagongyi
锁定	suoding
锁模	suomo
锁相	suoxiang
锁相鉴频器	suoxiangjianpinqi
锁相振荡器	suoxiangzhendangqi
他激振荡器	tajizhendangqi
塔康	takang
台对	taidui
胎儿监护仪	taierjianhuyi
台阶覆盖	taijiefugai
台卡	taika
台卡计	taikaji
台面晶体管	taimianjingtiguan
钛酸钡	taisuanbei
钛酸钡陶瓷	taisuanbeitaoci
钛酸镧	taisuanlan
钛系陶瓷	taixitaoci
太阳级硅太阳电池	taiyangjiguitaiyangdianchi
探测率	tancelv
探测器	tanceqi
炭粒传声器	tanlichuanshengqi
碳膜电阻器	tanmodianzuqi
钽酸锂晶体	tansuanlijingti
弹性劲度常量	tanxingjinduchangliang
弹性顺服常量	tanxingshunfuchangliang
羰基铁	tangjitie
汤森放电	tangsenfangdian
陶瓷电容器	taocidianrongqi
陶瓷封装	taocifengzhuang
陶瓷换能器	taocihuannengqi
陶瓷滤波器	taocilvboqi
陶瓷敏感器	taociminganqi
套刻	taoke
套筒短柱天线	taotongduanzhutianxian
特长波通信	techangbotongxin
特低频通信	tedipintongxin
特高频通信	tegaopintongxin
特技放大器	tejifangdaqi
特殊形状	teshuxingzhuang
特斯拉计	tesilaji
特性阻抗	texingzukang
特征参数	tezhengcanshu
特征抽取	tezhengchouqu
特征频率	tezhengpinlv
特征提取	tezhengtiqu
特征文法	tezhengwenfa
特征阻抗	tezhengzukang
替代误差	tidaiwucha
梯度模板	tidumuban
体复合	tifuhe
体积比功率	tijibigonglv
体积比能量	tijibinengliang
体立心结构	tilixinjiegou
体内复合	tineifuhe
提升传输	tishengchuanshu
替位扩散	tiweikuosan
替位式	tiweishi
替位杂质	tiweizazhi
体系结构	tixijiegou
体吸收	tixishou
体效应	tixiaoying
梯形波	tixingbo
梯形畸变	tixingjibian
梯型网络	tixingwangluo
天波	tianbo
填充脉冲	tianchongmaichong
填充因数	tianchongyinshu
天能电子	tiannengdianzi
天然气候试验	tianranqihoushiyan
天然松香	tianransongxiang
天线	tianxian
天线方向图	tianxianfangxiangtu
天线共用器	tianxiangongyongqi
天线基准轴	tianxianjizhunzhou
天线罩	tianxianzhao
天线阵	tianxianzhen
调幅	tiaofu
调幅度表	tiaofudubiao
调幅发射机	tiaofufasheji
调幅广播	tiaofuguangbo
调幅器	tiaofuqi
条件熵	tiaojianshang
调节控制器	tiaojiekongzhiqi
条绝缘	tiaojueyuan
跳模	tiaomo
调配反射计	tiaopeifansheji
调配器	tiaopeiqi
调频	tiaopin
跳频	tiaopin
调频发射机	tiaopinfasheji
调频广播	tiaopinguangbo
调频激光器	tiaopinjiguangqi
调频雷达	tiaopinleida
调频失真	tiaopinshizhen
调相	tiaoxiang
调相发射机	tiaoxiangfasheji
调谐	tiaoxie
调谐放大器	tiaoxiefangdaqi
调谐销钉	tiaoxiexiaoding
调谐振荡器	tiaoxiezhendangqi
条形电磁铁	tiaoxingdiancitie
条形激光器	tiaoxingjiguangqi
调压器	tiaoyaqi
调压自耦变压器	tiaoyazioubianyaqi
跳印	tiaoyin
调整	tiaozheng
调整带	tiaozhengdai
调整时间	tiaozhengshijian
调制	tiaozhi
调制传递函数	tiaozhichuandihanshu
调制解调器	tiaozhijietiaoqi
调制器	tiaozhiqi
调制失真	tiaozhishizhen
调制指数	tiaozhizhishu
跳周	tiaozhou
条柱显示	tiaozhuxianshi
铁磁共振	tiecigongzhen
铁磁共振线宽	tiecigongzhenxiankuan
铁磁示波器	tiecishiboqi
铁磁弹性体	tiecitanxingti
铁磁显示	tiecixianshi
铁磁性	tiecixing
铁电半导体釉	tiedianbandaotiyou
铁电电滞回线	tiediandianzhihuixian
铁电晶体	tiedianjingti
铁电陶瓷	tiediantaoci
铁电显示	tiedianxianshi
铁镍蓄电池	tieniexudianchi
铁氧磁带	tieyangcidai
铁氧体	tieyangti
铁氧体磁芯存储器	tieyangticixincunchuqi
铁氧体天线	tieyangtitianxian
铁氧体永磁体	tieyangtiyongciti
停靠表	tingkaobiao
听力测试室	tingliceshishi
同步	tongbu
同步传递方式	tongbuchuandifangshi
同步传输	tongbuchuanshu
同步带	tongbudai
同步广播	tongbuguangbo
同步光纤网	tongbuguangxianwang
同步基线	tongbujixian
同步检波器	tongbujianboqi
同步器	tongbuqi
同步数字系列	tongbushuzixilie
同步速度	tongbusudu
同步卫星导航系统	tongbuweixingdaohangxitong
同步转移方式	tongbuzhuanyifangshi
同步转移模式	tongbuzhuanyimoshi
通带	tongdai
通道	tongdao
通导孔	tongdaokong
通断键控	tongduanjiankong
通过式功率计	tongguoshigonglvji
铜互连系统	tonghulianxitong
统计检验	tongjijianyan
统计判决	tongjipanjue
统计容许区间	tongjirongxuqujian
统计容许限	tongjirongxuxian
统计通信理论	tongjitongxinlilun
通孔	tongkong
通路	tonglu
同态	tongtai
同态处理	tongtaichuli
同态系统	tongtaixitong
同相抑制比	tongxiangyizhibi
通信保密	tongxinbaomi
通信保密设备	tongxinbaomishebei
同心导线	tongxindaoxian
通信对抗	tongxinduikang
通信媒介	tongxinmeijie
通信情报	tongxinqingbao
通信卫星	tongxinweixing
通信系统	tongxinxitong
通信系统工程	tongxinxitonggongcheng
通信业务工程	tongxinyewugongcheng
桶形畸变	tongxingjibian
通用计数器	tongyongjishuqi
通用接口总线	tongyongjiekouzongxian
通用示波器	tongyongshiboqi
同址计算	tongzhijisuan
同质结激光器	tongzhijiejiguangqi
同质外延	tongzhiwaiyan
同轴磁控管	tongzhoucikongguan
同轴电缆	tongzhoudianlan
同轴继电器	tongzhoujidianqi
同轴全息术	tongzhouquanxishu
同轴天线	tongzhoutianxian
同轴线	tongzhouxian
投放器	toufangqi
透红外晶体	touhongwaijingti
透红外陶瓷	touhongwaitaoci
透镜天线	toujingtianxian
头盔显示	toukuixianshi
透明版	toumingban
透明残膜	toumingcanmo
透明度	toumingdu
透明陶瓷	toumingtaoci
透明铁电陶瓷	toumingtiediantaoci
透射高能电子衍射	toushegaonengdianziyanshe
透射率	toushelv
透水深度	toushuishendu
投影电视	touyingdianshi
投影管	touyingguan
投影光刻机	touyingguangkeji
投影射程	touyingshecheng
突变光纤	tubianguangxian
突变结	tubianjie
涂布印刷	tubuyinshua
突发差错	tufachacuo
突发长度	tufachangdu
涂胶	tujiao
图文电视	tuwendianshi
图文电视广播	tuwendianshiguangbo
图文法	tuwenfa
图象变换	tuxiangbianhuan
图象编码	tuxiangbianma
图象重建	tuxiangchongjian
图象处理	tuxiangchuli
图象分割	tuxiangfenge
图象恢复	tuxianghuifu
图象畸变	tuxiangjibian
图像控制功能	tuxiangkongzhigongneng
图象平滑	tuxiangpinghua
图象平均	tuxiangpingjun
图象锐化	tuxiangruihua
图象通道	tuxiangtongdao
图象退化	tuxiangtuihua
图象显示	tuxiangxianshi
图象形成	tuxiangxingcheng
图象旋转	tuxiangxuanzhuan
图象压缩	tuxiangyasuo
图象运动补偿	tuxiangyundongbuchang
图象增强	tuxiangzengqiang
图形发生器	tuxingfashengqi
图形畸变	tuxingjibian
图形显示	tuxingxianshi
退磁器	tuiciqi
退磁曲线	tuiciquxian
退火	tuihuo
退极化	tuijihua
退卷积	tuijuanji
退缩性溶解度	tuisuoxingrongjiedu
推挽功率放大器	tuiwangonglvfangdaqi
推挽输出	tuiwanshuchu
吞吐量	tuntuliang
脱附	tuofu
脱机	tuoji
脱扣继电器	tuokoujidianqi
脱膜剂	tuomoji
椭偏仪法	tuopianyifa
椭圆波导	tuoyuanbodao
椭圆极化	tuoyuanjihua
瓦时计	washiji
瓦特计	wateji
瓦特数	wateshu
外标准	waibiaozhun
外部接口	waibujiekou
外差检测	waichajiance
外差接收机	waichajieshouji
外差振荡器	waichazhendangqi
外光电效应	waiguangdianxiaoying
外弧	waihu
外扩散	waikuosan
外量子效率	wailiangzixiaolv
外延	waiyan
外延堆垛层错	waiyanduiduocengcuo
外延隔离	waiyangeli
外延片	waiyanpian
外延缺陷	waiyanquexian
外引线焊接	waiyinxianhanjie
完备电信业务	wanbeidianxinyewu
完美晶体	wanmeijingti
完全位错	wanquanweicuo
弯月面	wanyuemian
网版印耍	wangbanyinshua
网版印刷	wangbanyinshua
往复真空泵	wangfuzhenkongbeng
网格栅	wanggeshan
网关	wangguan
网路	wanglu
网络层	wangluoceng
网络分析仪	wangluofenxiyi
网络函数	wangluohanshu
网络接口	wangluojiekou
网络综合	wangluozonghe
网桥	wangqiao
网文法	wangwenfa
网纹干扰	wangwenganrao
网状网	wangzhuangwang
网状阴极	wangzhuangyinji
微波	weibo
微波传输	weibochuanshu
微波磁学	weibocixue
微波单片集成电路	weibodanpianjichengdianlu
微波电子学	weibodianzixue
微波辐射计	weibofusheji
微波管	weiboguan
微波航道信标	weibohangdaoxinbiao
微波混合集成电路	weibohunhejichengdianlu
微波集成电路	weibojichengdianlu
微波接力通信	weibojielitongxin
微波全息雷达	weiboquanxileida
微波散射计	weibosansheji
微波铁氧体	weibotieyangti
微波通信	weibotongxin
微波网络	weibowangluo
韦伯效应	weiboxiaoying
微波中继通信	weibozhongjitongxin
微波着陆系统	weibozhuoluxitong
尾部标记	weibubiaoji
伪彩色	weicaise
伪差分	weichafen
围产期监护仪	weichanqijianhuyi
维持	weichi
维持真空泵	weichizhenkongbeng
微处理器	weichuliqi
位错	weicuo
位错环	weicuohuan
位错密度	weicuomidu
微带	weidai
微带偶极子	weidaioujizi
微带天线	weidaitianxian
微带阵	weidaizhen
卫导	weidao
微电机	weidianji
胃电描记术	weidianmiaojishu
微电容器	weidianrongqi
微电子学	weidianzixue
微动开关	weidongkaiguan
微分电路	weifendianlu
微分迁移率	weifenqianyilv
微分相位	weifenxiangwei
微分增益	weifenzengyi
微封装	weifengzhuang
微功耗集成电路	weigonghaojichengdianlu
微光电视	weiguangdianshi
微光夜视仪	weiguangyeshiyi
维护	weihu
维护时间	weihushijian
微坑	weikeng
微盲孔	weimangkong
维纳滤波器	weinalvboqi
微缺陷	weiquexian
微扫接收机	weisaojieshouji
微生物敏感器	weishengwuminganqi
微蚀	weishi
伪随机码测距	weisuijimaceju
伪随机序列	weisuijixulie
微调电感器	weitiaodianganqi
微调电容器	weitiaodianrongqi
微调电位器	weitiaodianweiqi
微调阀	weitiaofa
位同步	weitongbu
微通道板	weitongdaoban
位线	weixian
威胁等级	weixiedengji
卫星传输系统	weixingchuanshuxitong
卫星导航	weixingdaohang
卫星定位与跟踪	weixingdingweiyugenzong
卫星覆盖区	weixingfugaiqu
卫星跟踪站	weixinggenzongzhan
卫星谷	weixinggu
卫星广播	weixingguangbo
卫星监视雷达	weixingjianshileida
卫星通信	weixingtongxin
维修	weixiu
维修性	weixiuxing
位移传感器	weiyichuanganqi
位移电流	weiyidianliu
伪噪声码	weizaoshengma
位置报告系统	weizhibaogaoxitong
位置传感器	weizhichuanganqi
位置线	weizhixian
伪装码	weizhuangma
微组装	weizuzhuang
纹波电流	wenbodianliu
纹波电压	wenbodianya
温差电动势率	wenchadiandongshilv
温差电效应	wenchadianxiaoying
温差电致冷器	wenchadianzhilengqi
温差发电器	wenchafadianqi
稳定	wending
稳定电源	wendingdianyuan
稳定谐振腔	wendingxiezhenqiang
温度	wendu
温度补偿电容器	wendubuchangdianrongqi
温度补偿合金	wendubuchanghejin
温度第器	wendudiqi
温度检出器	wendujianchuqi
温度敏感器	wenduminganqi
温度限制器	wenduxianzhiqi
温度循环试验	wenduxunhuanshiyan
文法推断	wenfatuiduan
纹理分析	wenlifenxi
稳频管	wenpinguan
稳谱器	wenpuqi
稳压变压器	wenyabianyaqi
稳压二极管	wenyaerjiguan
文字印刷	wenziyinshua
沃尔斯康系统	woersikangxitong
涡流	woliu
涡轮分子泵	wolunfenzibeng
误比特率	wubitelv
误差	wucha
误差场	wuchachang
无差错信道	wuchacuoxindao
误差椭圆	wuchatuoyuan
误差显示器	wuchaxianshiqi
误差圆半径	wuchayuanbanjing
无电镀化	wudianduhua
无逗点码	wudoudianma
无放回抽样	wufanghuichouyang
无方向性信标	wufangxiangxingxinbiao
误符	wufu
无辐射复合	wufushefuhe
无功电度表	wugongdiandubiao
无功千伏安	wugongqianfuan
无惯性扫描	wuguanxingsaomiao
无耗网络	wuhaowangluo
无机光刻胶	wujiguangkejiao
无级网	wujiwang
无极性接触件	wujixingjiechujian
无极性连接器	wujixinglianjieqi
无记忆信源	wujiyixinyuan
误句概率	wujugailv
乌兰韦伯天线	wulanweibotianxian
戊类放大器	wuleifangdaqi
物理层	wuliceng
物理电源	wulidianyuan
物理电子学	wulidianzixue
物理敏感器	wuliminganqi
物理汽相淀积	wuliqixiangdianji
物料编码	wuliaobianma
误码率	wumalv
误判失效	wupanshixiao
无人增音站	wurenzengyinzhan
无人值守	wurenzhishou
无绳电话	wushengdianhua
物体波	wutibo
无位错晶体	wuweicuojingti
无限冲激响应	wuxianchongjixiangying
无险触发器	wuxianchufaqi
无线传声器	wuxianchuanshengqi
无线电电子学	wuxiandiandianzixue
无线电浮标	wuxiandianfubiao
无线电干涉仪	wuxiandiangansheyi
无线电技术	wuxiandianjishu
无线电罗盘	wuxiandianluopan
无线电信标	wuxiandianxinbiao
无线电寻呼	wuxiandianxunhu
无线电遥测	wuxiandianyaoce
无线接入	wuxianjieru
无线接入单元	wuxianjierudanyuan
无线通信	wuxiantongxin
误用失效	wuyongshixiao
无油真空	wuyouzhenkong
无油真空系统	wuyouzhenkongxitong
无源干扰	wuyuanganrao
无源跟踪	wuyuangenzong
无源器件	wuyuanqijian
无源探测	wuyuantance
无源网络	wuyuanwangluo
无源谐振腔	wuyuanxiezhenqiang
无源元件	wuyuanyuanjian
无源制导	wuyuanzhidao
无噪编码定理	wuzaobianmadingli
无噪信道	wuzaoxindao
误字概率	wuzigailv
无阻塞交换	wuzusaijiaohuan
锡箔电容器	xibodianrongqi
吸除	xichu
希尔伯特变换	xierbotebianhuan
吸附	xifu
吸附泵	xifubeng
吸附阱	xifujing
熄火	xihuo
吸气剂泵	xiqijibeng
吸气剂离子泵	xiqijilizibeng
锡铅面	xiqianmian
锡桥	xiqiao
锡塞	xisai
吸收	xishou
吸收面	xishoumian
系统	xitong
系统电压表	xitongdianyabiao
系统误差	xitongwucha
锡突	xitu
稀土半导体	xitubandaoti
稀土磁体	xituciti
稀土钴永磁体	xituguyongciti
吸杂	xiza
下边带	xiabiandai
下变频	xiabianpin
匣钵	xiabo
下冲	xiachong
下滑信标	xiahuaxinbiao
下降时间	xiajiangshijian
下限类别温度	xiaxianleibiewendu
下行链路	xiaxinglianlu
下行线路	xiaxingxianlu
下阈	xiayu
限边馈膜生长	xianbiankuimoshengzhang
现场试验	xianchangshiyan
线对	xiandui
限幅	xianfu
限幅放大器	xianfufangdaqi
限幅器	xianfuqi
线极化	xianjihua
线间变压器	xianjianbianyaqi
陷阱电荷	xianjingdianhe
线宽	xiankuan
线扩展函数	xiankuozhanhanshu
限累模式	xianleimoshi
线路感应器	xianluganyingqi
线缺陷	xianquexian
线栅透镜天线	xianshantoujingtianxian
显示板	xianshiban
显示屏	xianshiping
显示器件	xianshiqijian
线天线	xiantianxian
显象管	xianxiangguan
纤芯	xianxin
线性度	xianxingdu
线性缓变结	xianxinghuanbianjie
线性集成电路	xianxingjichengdianlu
线性检波	xianxingjianbo
线性鉴相器	xianxingjianxiangqi
线性率表	xianxinglvbiao
线性码	xianxingma
线性失真	xianxingshizhen
线性泰勒分布	xianxingtailefenbu
线性调频	xianxingtiaopin
线性调制	xianxingtiaozhi
线性网络	xianxingwangluo
线性旋转变压器	xianxingxuanzhuanbianyaqi
线性预测	xianxingyuce
显影	xianying
线源	xianyuan
线匝绝缘	xianzajueyuan
显著性结果	xianzhuxingjieguo
显著性水平	xianzhuxingshuiping
线状网	xianzhuangwang
象差	xiangcha
相对高度	xiangduigaodu
相对论磁控管	xiangduiluncikongguan
相对论群聚	xiangduilunqunju
相对真空计	xiangduizhenkongji
箱法扩散	xiangfakuosan
相干光通信	xiangganguangtongxin
相干检波器	xiangganjianboqi
相干检测	xiangganjiance
相干脉冲雷达	xiangganmaichongleida
相干探测	xianggantance
相干应答器	xiangganyingdaqi
相关检测器	xiangguanjianceqi
相关接收机	xiangguanjieshouji
相控阵	xiangkongzhen
相控阵雷达	xiangkongzhenleida
巷宽	xiangkuan
向列相液晶	xiangliexiangyejing
相敏放大器	xiangminfangdaqi
香农理论	xiangnonglilun
香农熵	xiangnongshang
相频	xiangpin
相频特性	xiangpintexing
相容性	xiangrongxing
象散	xiangsan
相扫雷达	xiangsaoleida
相时延	xiangshiyan
象素	xiangsu
相速	xiangsu
相同层次	xiangtongcengci
相位	xiangwei
相位比较器	xiangweibijiaoqi
相位超前网络	xiangweichaoqianwangluo
相位抖动	xiangweidoudong
相位共轭	xiangweigonge
相位计	xiangweiji
相位基准电压	xiangweijizhundianya
相位阶跃	xiangweijieyue
相位均衡器	xiangweijunhengqi
相位匹配角	xiangweipipeijiao
相位谱估计	xiangweipuguji
相位群聚	xiangweiqunju
相位裕量	xiangweiyuliang
相位噪声	xiangweizaosheng
相位滞后网络	xiangweizhihouwangluo
相移	xiangyi
相移常数	xiangyichangshu
相移键控	xiangyijiankong
相移鉴频器	xiangyijianpinqi
相移网络	xiangyiwangluo
响应函数	xiangyinghanshu
响应式干扰	xiangyingshiganrao
响应时间	xiangyingshijian
象增强器	xiangzengqiangqi
消磁	xiaoci
消磁器	xiaociqi
小岛效应	xiaodaoxiaoying
消电离	xiaodianli
消光比	xiaoguangbi
肖克莱二极管	xiaokelaierjiguan
效率	xiaolv
小平面	xiaopingmian
小扰动理论	xiaoraodonglilun
消声室	xiaoshengshi
消失模	xiaoshimo
肖特基接触	xiaotejijiechu
肖特基势垒	xiaotejishilei
肖特基太阳电池	xiaotejitaiyangdianchi
消息	xiaoxi
消息处理系统	xiaoxichulixitong
小信号分析	xiaoxinhaofenxi
小信号增益	xiaoxinhaozengyi
消旋天线	xiaoxuantianxian
效应振荡器	xiaoyingzhendangqi
谐波	xiebo
谐波分析	xiebofenxi
谐波失真	xieboshizhen
携带式无线电话机	xiedaishiwuxiandianhuaji
楔焊	xiehan
斜率鉴频器	xielvjianpinqi
斜率效率	xielvxiaolv
写入	xieru
斜视	xieshi
协调位置	xietiaoweizhi
协议	xieyi
协议分析仪	xieyifenxiyi
谐振	xiezhen
谐振腔	xiezhenqiang
信标跟踪	xinbiaogenzong
心磁描记术	xincimiaojishu
信道	xindao
信道化接收机	xindaohuajieshouji
信道容量	xindaorongliang
心电监护仪	xindianjianhuyi
心电描记术	xindianmiaojishu
信干比	xinganbi
心功能仪	xingongnengyi
信关	xinguan
信号	xinhao
信号处理	xinhaochuli
信号发生器	xinhaofashengqi
信号分类	xinhaofenlei
信号分析仪	xinhaofenxiyi
信号干扰比	xinhaoganraobi
信号格式	xinhaogeshi
信号环境密度	xinhaohuanjingmidu
信号交换	xinhaojiaohuan
信号流图	xinhaoliutu
信号杂波比	xinhaozabobi
信令	xinling
芯片成品率	xinpianchengpinlv
芯片尺寸	xinpianchicun
新生儿监护仪	xinshengerjianhuyi
信宿	xinsu
信息	xinxi
信息处理	xinxichuli
信息分发系统	xinxifenfaxitong
信息技术	xinxijishu
信息科学	xinxikexue
信息量	xinxiliang
信息论	xinxilun
信息码	xinxima
信息容量	xinxirongliang
信息守恒	xinxishouheng
信息提取	xinxitiqu
信息网	xinxiwang
信息系统	xinxixitong
信息显示	xinxixianshi
心形传声器	xinxingchuanshengqi
心音图仪	xinyintuyi
锌银蓄电池	xinyinxudianchi
信源编码	xinyuanbianma
信杂比	xinzabi
心脏除颤器	xinzangchuchanqi
心脏起搏器	xinzangqiboqi
信噪比	xinzaobi
芯柱	xinzhu
型半导体	xingbandaoti
行波	hangbo|xingbo
行波管放大器	xingboguanfangdaqi
行波过电压	xingboguodianya
行波速调管	xingbosudiaoguan
形槽隔离	xingcaogeli
型超声扫描	xingchaoshengsaomiao
星基导航	xingjidaohang
星际激光通信	xingjijiguangtongxin
星历	xingli
型滤波器	xinglvboqi
性能特性	xingnengtexing
型器件	xingqijian
星上交换	xingshangjiaohuan
型式试验	xingshishiyan
形式语言	xingshiyuyan
行为级模型	xingweijimoxing
星下点	xingxiadian
星下点轨迹	xingxiadianguiji
星载雷达	xingzaileida
星状网	xingzhuangwang
修复率	xiufulv
修复时间	xiufushijian
修复性维修	xiufuxingweixiu
修理实施时间	xiulishishishijian
修理准备时间	xiulizhunbeishijian
修整	xiuzheng
修正	xiuzheng
蓄电池	xudianchi
蓄电池夹	xudianchijia
蓄电池架	xudianchijia
蓄电池绝缘体	xudianchijueyuanti
蓄电池室	xudianchishi
蓄电池整流	xudianchizhengliu
虚电路	xudianlu
序贯检测器	xuguanjianceqi
序贯取样	xuguanquyang
序贯译码	xuguanyima
虚警概率	xujinggailv
虚警时间	xujingshijian
序列	xulie
虚漏	xulou
虚拟编辑设备	xunibianjishebei
需求时间	xuqiushijian
虚设单元	xushedanyuan
虚同步	xutongbu
虚阴极	xuyinji
虚指令	xuzhiling
旋磁比	xuancibi
旋磁滤波器	xuancilvboqi
旋磁媒质	xuancimeizhi
旋磁器件	xuanciqijian
旋磁限幅器	xuancixianfuqi
旋磁效应	xuancixiaoying
旋磁振荡器	xuancizhendangqi
旋电媒质	xuandianmeizhi
悬浮区熔法	xuanfuqurongfa
悬浮区熔硅	xuanfuquronggui
悬挂键	xuanguajian
选粒	xuanli
选模技术	xuanmojishu
旋片真空泵	xuanpianzhenkongbeng
选频电平表	xuanpindianpingbiao
选频放大器	xuanpinfangdaqi
选通标志	xuantongbiaozhi
选通脉冲	xuantongmaichong
漩涡缺陷	xuanwoquexian
选择掺杂	xuanzechanza
选择扩散	xuanzekuosan
选择外延	xuanzewaiyan
选择性	xuanzexing
选择氧化	xuanzeyanghua
旋转变压器	xuanzhuanbianyaqi
旋转关节	xuanzhuanguanjie
旋转开关	xuanzhuankaiguan
旋转制交换机	xuanzhuanzhijiaohuanji
雪崩击穿	xuebengjichuan
雪崩激发	xuebengjifa
削波	xuebo
削波器	xueboqi
寻峰	xunfeng
循环乘积码	xunhuanchengjima
循环卷积	xunhuanjuanji
循环码	xunhuanma
循环冗余码	xunhuanrongyuma
循环寿命	xunhuanshouming
循环图	xunhuantu
循迹误差	xunjiwucha
询问模式	xunwenmoshi
询问器	xunwenqi
循纹失真	xunwenshizhen
寻象管	xunxiangguan
寻象器	xunxiangqi
压差式真空计	yachashizhenkongji
压磁材料	yacicailiao
压磁效应	yacixiaoying
压电常量	yadianchangliang
压电传声器	yadianchuanshengqi
压电电阻效应	yadiandianzuxiaoying
压电加速度计	yadianjiasuduji
压电晶体	yadianjingti
压电流量计	yadianliuliangji
压电式敏感器	yadianshiminganqi
压电陶瓷	yadiantaoci
压电陶瓷延迟线	yadiantaociyanchixian
压电陀螺	yadiantuoluo
压电效应	yadianxiaoying
压电音叉	yadianyincha
压电振子	yadianzhenzi
压焊点	yahandian
亚毫米波	yahaomibo
压接接触件	yajiejiechujian
压控振荡器	yakongzhendangqi
压扩	yakuo
压力脚	yalijiao
压力敏感器	yaliminganqi
氩离子激光器	yalizijiguangqi
压滤	yalv
轧膜	yamo
压缩比	yasuobi
压缩式真空计	yasuoshizhenkongji
压缩态	yasuotai
亚铁磁性	yatiecixing
亚阈值	yayuzhi
压制性干扰	yazhixingganrao
掩蔽扩散	yanbikuosan
演播室	yanboshi
延长码	yanchangma
衍衬象	yanchenxiang
延迟锁定技术	yanchisuodingjishu
延迟线	yanchixian
眼磁描记术	yancimiaojishu
眼电描记术	yandianmiaojishu
沿面排列	yanmianpailie
掩模	yanmo
掩膜板	yanmoban
掩模对准	yanmoduizhun
掩模序号	yanmoxuhao
掩模组	yanmozu
焰熔法	yanrongfa
衍射损耗	yanshesunhao
延伸线	yanshenxian
延时磁铁	yanshicitie
延时锁相环	yanshisuoxianghuan
延时遥测	yanshiyaoce
延时指令	yanshizhiling
验收试验	yanshoushiyan
眼图	yantu
盐雾试验	yanwushiyan
眼震电描记术	yanzhendianmiaojishu
验证	yanzheng
样本	yangben
氧化层钝化	yanghuacengdunhua
氧化层陷阱电荷	yanghuacengxianjingdianhe
氧化感生缺陷	yanghuaganshengquexian
氧化还原电池	yanghuahuanyuandianchi
氧化铝	yanghualv
氧化铝瓷	yanghualvci
氧化铍瓷	yanghuapici
氧化去胶	yanghuaqujiao
氧化物	yanghuawu
氧化物半导体	yanghuawubandaoti
氧化物阴极	yanghuawuyinji
氧化掩模	yanghuayanmo
氧化铟锡	yanghuayinxi
氧化增强扩散	yanghuazengqiangkuosan
阳极	yangji
阳极氧化法	yangjiyanghuafa
