阿拉伯咖啡	alabokafei
蛋白混合饮料	danbaihunheyinliao
蛋白圆蛋糕	danbaiyuandangao
淡菜炖麻雀	dancaidunmaque
淡菜紫菜瘦肉汤	dancaizicaishouroutang
担担面	dandanmian
胆钙化醇	dangaihuachun
蛋烘糕	danhonggao
蛋黄饼干	danhuangbinggan
蛋黄凤尾白玉卷	danhuangfengweibaiyujuan
蛋黄甘露酥	danhuangganlusu
蛋黄果	danhuangguo
蛋黄锅盔	danhuangguokui
蛋黄酱	danhuangjiang
蛋黄卷	danhuangjuan
蛋黄里脊卷	danhuanglijijuan
蛋黄莲蓉月饼	danhuanglianrongyuebing
蛋黄麻花	danhuangmahua
蛋黄面包	danhuangmianbao
蛋黄派	danhuangpai
蛋黄千层糕	danhuangqiancenggao
蛋黄酥	danhuangsu
蛋黄土豆饼	danhuangtudoubing
蛋卷	danjuan
蛋卷饼干	danjuanbinggan
丹麦酥	danmaisu
蛋奶果子饼	dannaiguozibing
蛋奶酥	dannaisu
淡奶油	dannaiyou
淡奶油北海道土司	dannaiyoubeihaidaotusi
淡奶油芝麻餐包	dannaiyouzhimacanbao
丹参黄豆汤	danshenhuangdoutang
蛋丝饼	dansibing
蛋松果	dansongguo
蛋酥花仁	dansuhuaren
蛋酥土豆片	dansutudoupian
蛋心圣女果	danxinshengnvguo
单辛酸甘油酯	danxinsuanganyouzhi
蛋形巧克力	danxingqiaokeli
单硬脂酸甘油酯	danyingzhisuanganyouzhi
蛋圆饼干	danyuanbinggan
淡糟香螺片	danzaoxiangluopian
弹珠汽水	danzhuqishui
当归枸杞面线	dangguigouqimianxian
当归红枣汤冲剂	dangguihongzaotangchongji
当归鸡	dangguiji
当归獐肉	dangguizhangrou
砀山梨	dangshanli
党参黄芪炖鸡汤	dangshenhuangqidunjitang
党参麦冬瘦肉汤	dangshenmaidongshouroutang
党参生鱼	dangshenshengyu
党参羊肉	dangshenyangrou
稻谷	daogu
稻花香	daohuaxiang
道酒	daojiu
道口烧鸡罐头	daokoushaojiguantou
刀狼	daolang
岛山米糖	daoshanmitang
稻香春南味食品	daoxiangchunnanweishipin
德国啤酒	deguopijiu
德国乳酪蛋糕	deguorulaodangao
得奖英国老黑啤	dejiangyingguolaoheipi
德懋恭水晶饼	demaogongshuijingbing
德式生汁香蕉卷	deshishengzhixiangjiaojuan
德式土豆泥	deshitudouni
德泰麦芽糕	detaimaiyagao
德州扒鸡	dezhoupaji
灯草糕	dengcaogao
灯芯糕	dengxingao
灯影牛肉	dengyingniurou
灯影牛肉干	dengyingniurougan
灯影苕片	dengyingshaopian
低醇啤酒	dichunpijiu
地胆头炖猪月展	didantoudunzhuyuezhan
地瓜饼	diguabing
地瓜糖	diguatang
低筋面粉	dijinmianfen
低聚果糖	dijuguotang
迪凯堡	dikaibao
地栗糕	diligao
地扪菠菜叶	dimenbocaiye
地三鲜	disanxian
低糖蜜饯	ditangmijian
地王	diwang
地王上岛咖啡	diwangshangdaokafei
帝亚吉欧	diyajiou
低亚硫酸钠	diyaliusuanna
低脂芝士蛋糕	dizhizhishidangao
滇八件	dianbajian
滇八件糕点	dianbajiangaodian
电饭锅盐焗手撕鸡	dianfanguoyanjushousiji
淀粉	dianfen
淀粉磷酸酯钠	dianfenlinsuanzhina
淀粉酶	dianfenmei
淀粉软糖	dianfenruantang
滇红茶	dianhongcha
垫江豆花	dianjiangdouhua
电解质饮料	dianjiezhiyinliao
靛蓝	dianlan
靛蓝铝色淀	dianlanlvsedian
滇绿	dianlv
滇味炒面	dianweichaomian
丁苯橡胶	dingbenxiangjiao
定边羊羔肉	dingbianyanggaorou
丁二酮	dingertong
顶呱呱	dingguagua
定海芽尖	dinghaiyajian
鼎湖上素	dinghushangsu
顶级贝利尼	dingjibeilini
丁基羟基茴香醚	dingjiqiangjihuixiangmi
丁基橡胶	dingjixiangjiao
定胜糕	dingshenggao
丁酸	dingsuan
丁酸苄酯	dingsuanbianzhi
丁酸丁酯	dingsuandingzhi
丁酸异戊酯	dingsuanyiwuzhi
丁酸乙酯	dingsuanyizhi
丁酮	dingtong
丁酰乳酸丁酯	dingxianrusuandingzhi
丁香酚	dingxiangfen
丁香姜糖	dingxiangjiangtang
丁香榄	dingxianglan
丁香排骨	dingxiangpaigu
丁香鸭	dingxiangya
顶雪贡糕	dingxuegonggao
东安鸡	donganji
东安子鸡	donganziji
东北酒	dongbeijiu
东壁龙珠	dongbilongzhu
东璧龙珠	dongbilongzhu
冬菜炖鸭	dongcaidunya
冬菜扣肉	dongcaikourou
冬菜肉末	dongcairoumo
冬虫草炖水鱼	dongchongcaodunshuiyu
冬虫夏草龟汤	dongchongxiacaoguitang
冬虫夏草烩番茄	dongchongxiacaohuifanqie
洞顶乌龙	dongdingwulong
冻豆腐金针	dongdoufujinzhen
东方海川	dongfanghaichuan
东方蒙特尔	dongfangmengteer
冬菇扒茼蒿	donggubatonghao
冬菇鸡脚汤	donggujijiaotang
冬菇马蹄苋菜豆腐羹	donggumatixiancaidoufugeng
冬菇藕夹	dongguoujia
冬菇烧蹄筋	donggushaotijin
冬菇雪耳猪胰汤	dongguxueerzhuyitang
冬瓜煲汤	dongguabaotang
冬瓜鳖裙羹	dongguabiequngeng
冬瓜炖排骨	dongguadunpaigu
冬瓜煎饺	dongguajianjiao
冬瓜鳢鱼汤	donggualiyutang
冬瓜连锅汤	donggualianguotang
冬瓜排骨海带汤	dongguapaiguhaidaitang
冬瓜排骨清汤	dongguapaiguqingtang
冬瓜汤谱	dongguatangpu
冬瓜鲜荷叶煲鸭	dongguaxianheyebaoya
冬瓜燕	dongguayan
冬瓜竹笋鸡	dongguazhusunji
东江菜	dongjiangcai
东江豆腐煲	dongjiangdoufubao
东江盐焗鸡	dongjiangyanjuji
东坡鳊鱼	dongpobianyu
东坡春鸠脍	dongpochunjiukuai
东坡方肉	dongpofangrou
东坡肉	dongporou
东坡蒸猪头	dongpozhengzhutou
东坡肘子	dongpozhouzi
冬蓉酥	dongrongsu
东山坞豆腐皮	dongshanwudoufupi
冻水茶	dongshuicha
冬笋鸽脯	dongsungepu
冬笋里脊丝	dongsunlijisi
冬笋三黄鸡	dongsunsanhuangji
冬笋虾卷	dongsunxiajuan
冬笋雪菜黄鱼汤	dongsunxuecaihuangyutang
洞庭金龟	dongtingjingui
洞庭水岸	dongtingshuian
动物油	dongwuyou
侗乡腌鱼	dongxiangyanyu
冬杏田鸡精	dongxingtianjijing
东阴宫	dongyingong
冬枣	dongzao
豆瓣海参	doubanhaishen
豆瓣鲫鱼	doubanjiyu
豆瓣鲜鱿	doubanxianyou
豆瓣鲜鱼	doubanxianyu
豆瓣鱼条	doubanyutiao
豆瓣肘子	doubanzhouzi
豆豉拌凉粉	douchibanliangfen
豆豉小辣椒	douchixiaolajiao
豆豉鱼	douchiyu
豆腐炒韭菜	doufuchaojiucai
豆腐大菜糕	doufudacaigao
豆腐鲫鱼	doufujiyu
豆腐蛎	doufuli
豆腐排骨	doufupaigu
豆腐丸子	doufuwanzi
豆腐咸鱼头汤	doufuxianyutoutang
豆腐蟹肉忌廉汤	doufuxieroujiliantang
豆腐芝士蛋糕	doufuzhishidangao
豆腐芝士三明治	doufuzhishisanmingzhi
斗糕	dougao
豆鼓鲇鱼	dougunianyu
豆鼓鱼	douguyu
豆浆挂面	doujiangguamian
豆角炒肉片	doujiaochaoroupian
豆焖饭	doumenfan
豆面糕	doumiangao
豆面球	doumianqiu
豆面酥糖	doumiansutang
豆苗炒鸡片	doumiaochaojipian
豆苗炒虾片	doumiaochaoxiapian
豆苗鸡丝	doumiaojisi
豆苗蘑菇汤	doumiaomogutang
豆苗虾仁	doumiaoxiaren
豆末糖	doumotang
豆泥核桃	dounihetao
豆泥红枣	dounihongzao
豆茸酿枇杷	dourongniangpipa
豆乳	douru
豆乳饮料	douruyinliao
豆沙包	doushabao
豆沙方糕	doushafanggao
豆沙糕	doushagao
豆沙凉糕	doushalianggao
豆沙松糕	doushasonggao
豆沙碗豆黄	doushawandouhuang
豆沙细饼	doushaxibing
豆沙月饼	doushayuebing
豆香麻糍	douxiangmaci
豆芽拌粉条	douyabanfentiao
豆芽罐头	douyaguantou
豆芽汤	douyatang
豆芽咸菜	douyaxiancai
豆油	douyou
豆渣猪头	douzhazhutou
豆汁	douzhi
豆质罐头	douzhiguantou
杜本内	dubennei
都督烧麦	dudushaomai
杜康	dukang
杜康牌	dukangpai
杜梅酥	dumeisu
杜任酥糖	durensutang
都匀毛尖	duyunmaojian
杜仲排骨炖	duzhongpaigudun
杜仲山楂猪肚汤	duzhongshanzhazhudutang
杜仲腰花	duzhongyaohua
缎带抹茶慕斯蛋糕	duandaimochamusidangao
对羟基苯甲酸丙酯钠	duiqiangjibenjiasuanbingzhina
对羟基苯甲酸甲酯钠	duiqiangjibenjiasuanjiazhina
对羟基苯甲酸乙酯	duiqiangjibenjiasuanyizhi
对羟基苯甲酸酯	duiqiangjibenjiasuanzhi
炖菜核	duncaihe
炖吊子	dundiaozi
炖豆腐猪蹄香菇	dundoufuzhutixianggu
炖橄榄螺头汤	dunganlanluotoutang
炖禾虫	dunhechong
炖鸡汁	dunjizhi
炖口蘑龙凤珠	dunkoumolongfengzhu
炖柠檬鸭	dunningmengya
炖牛掌	dunniuzhang
炖人参汤	dunrenshentang
炖肉	dunrou
炖羊肉	dunyangrou
多彩冰皮月饼	duocaibingpiyuebing
多彩南瓜饭盅	duocainanguafanzhong
多喝水	duoheshui
多佳	duojia
剁椒胖鱼头	duojiaopangyutou
剁椒小芋头	duojiaoxiaoyutou
剁椒鱼头	duojiaoyutou
剁椒蒸鳊鱼	duojiaozhengbianyu
多穗柯棕	duosuikezong
多提诺	duotinuo
多味果	duoweiguo
多味黄瓜	duoweihuanggua
朵颐辣子鸡	duoyilaziji
厄尔尼诺鸡尾酒	eerninuojiweijiu
鹅肝	egan
鹅肝酱	eganjiang
鹅肝坯	eganpi
鹅黄肉	ehuangrou
阿胶炖肉	ejiaodunrou
阿胶牛肉汤	ejiaoniuroutang
阿胶养阴粥	ejiaoyangyinzhou
鳄梨	eli
俄罗斯稞麦面包	eluosikemaimianbao
峨眉糕	emeigao
鹅肉	erou
峨蕊茶	eruicha
鹅石板江湖菜	eshibanjianghucai
俄式咖啡	eshikafei
峨秀糕	exiugao
恩济堂秋梨膏	enjitangqiuligao
恩尼艾斯	enniaisi
恩施玉露茶	enshiyulucha
二苯醚	erbenmi
二丁基羟基甲苯	erdingjiqiangjijiaben
二锅头	erguotou
洱海弓鱼	erhaigongyu
洱海海菜	erhaihaicai
二甲基苄基原醇	erjiajibianjiyuanchun
二甲基二碳酸盐	erjiajiertansuanyan
二甲基聚硅氧烷	erjiajijuguiyangwan
二姐兔丁	erjietuding
饵块	erkuai
二氯苯氧乙酸	erlvbenyangyisuan
二藕汁	erouzhi
二氢香豆素	erqingxiangdousu
饵丝	ersi
儿童茶饼	ertongchabing
儿童钙质饼干	ertonggaizhibinggan
二仙烧羊肉	erxianshaoyangrou
二氧化硅	eryanghuagui
二氧化硫	eryanghualiu
二氧化氯	eryanghualv
二氧化钛	eryanghuatai
二氧化碳	eryanghuatan
发菜蚝豉汤	facaihaochitang
发财好事	facaihaoshi
发菜黄花	facaihuanghua
法餐	facan
法棍	fagun
法国红磨坊	faguohongmofang
发酵饼干	fajiaobinggan
发酵醋蜂蜜梅果饮料	fajiaocufengmimeiguoyinliao
法式牛油炸鱼	fashiniuyouzhayu
法式乳酪蛋糕	fashirulaodangao
法式乳酪月饼	fashirulaoyuebing
法式桃子布丁	fashitaozibuding
发丝百页	fasibaiye
发丝百叶	fasibaiye
法香	faxiang
番荔枝	fanlizhi
番茄拌豆腐	fanqiebandoufu
番茄炒豆腐	fanqiechaodoufu
番茄炒西兰花	fanqiechaoxilanhua
番茄蛋花汤	fanqiedanhuatang
番茄豆腐	fanqiedoufu
番茄海蜇	fanqiehaizhe
蕃茄鸡煲	fanqiejibao
番茄鸡蛋	fanqiejidan
番茄酱	fanqiejiang
番茄牛肉羹	fanqieniurougeng
番茄泡蛋汤	fanqiepaodantang
番茄肉松三文治	fanqierousongsanwenzhi
番茄薯仔牛尾汤	fanqieshuzainiuweitang
番茄松鼠鱼	fanqiesongshuyu
番茄腰柳	fanqieyaoliu
番茄鱼片	fanqieyupian
番茄煮红衫鱼	fanqiezhuhongshanyu
反沙芋头	fanshayutou
番石榴	fanshiliu
翻糖国际象棋蛋糕	fantangguojixiangqidangao
方便米粉	fangbianmifen
方便面	fangbianmian
方便粥	fangbianzhou
防腐剂	fangfuji
方腊鱼	fanglayu
仿膳饽饽	fangshanbobo
方糖	fangtang
方鱼蒸鸡	fangyuzhengji
芳樟醇	fangzhangchun
肥肠豆花	feichangdouhua
非常可乐	feichangkele
肥肠笼笼	feichanglonglong
非常男士	feichangnanshi
翡翠豆腐	feicuidoufu
翡翠干贝冬茸羹	feicuiganbeidongronggeng
翡翠鸡翅	feicuijichi
翡翠裙边	feicuiqunbian
翡翠瑶柱羹	feicuiyaozhugeng
翡翠银耳	feicuiyiner
翡翠鱼丁	feicuiyuding
翡翠玉扇	feicuiyushan
翡翠鱼粥	feicuiyuzhou
翡翠鱼珠	feicuiyuzhu
翡翠鸳鸯带	feicuiyuanyangdai
沸腾可乐	feitengkele
沸腾羊肉	feitengyangrou
沸腾鱼	feitengyu
芬达	fenda
芬芳抹茶酥	fenfangmochasu
芬兰面包	fenlanmianbao
粉皮	fenpi
粉皮白肉	fenpibairou
粉皮辣鱼	fenpilayu
粉丝焗膏蟹	fensijugaoxie
粉丝香菇蛋汤	fensixianggudantang
粉汤羊血	fentangyangxue
粉蒸鳜鱼	fenzhengguiyu
粉蒸牛肉	fenzhengniurou
粉蒸牛羊肉	fenzhengniuyangrou
粉蒸排骨	fenzhengpaigu
粉蒸肉	fenzhengrou
粉蒸羊肉	fenzhengyangrou
蜂巢蛋糕	fengchaodangao
风车酥	fengchesu
丰城冻米糖	fengchengdongmitang
风炖牡丹	fengdunmudan
凤炖牡丹	fengdunmudan
凤干酥	fenggansu
蜂糕	fenggao
凤凰出世	fenghuangchushi
凤凰萝卜	fenghuangluobo
凤凰趴窝	fenghuangpawo
凤凰舌尖茶	fenghuangshejiancha
凤凰水仙茶	fenghuangshuixiancha
凤凰鱼翅	fenghuangyuchi
凤凰鱼肚	fenghuangyudu
凤凰展翅	fenghuangzhanchi
凤筋龙爪	fengjinlongzhua
冯了性药酒	fenglexingyaojiu
凤梨咖喱鸡	fengligaliji
凤梨咕噜虾球	fengliguluxiaqiu
凤梨罐头	fengliguantou
凤梨果泥	fengliguoni
凤梨烩排骨	fenglihuipaigu
凤梨火腿蛋琣果	fenglihuotuidanbengguo
凤梨汤圆	fenglitangyuan
凤梨蟹柳	fenglixieliu
风林茄子	fenglinqiezi
蜂蜜蛋白奶糖	fengmidanbainaitang
蜂蜜发酵营养饮料	fengmifajiaoyingyangyinliao
蜂蜜凉棕子	fengmiliangzongzi
蜂蜜芦荟果粒	fengmiluhuiguoli
蜂蜜麻糖	fengmimatang
丰年果糖	fengnianguotang
凤脯珍珠	fengpuzhenzhu
风庆粑粑卷	fengqingbabajuan
风情羊柳	fengqingyangliu
丰收龙舟	fengshoulongzhou
凤吞翅	fengtunchi
蜂王软糖	fengwangruantang
凤尾金鱼	fengweijinyu
风味腊肠卷	fengweilachangjuan
风味南美螺	fengweinanmeiluo
凤尾群翅	fengweiqunchi
凤尾酥	fengweisu
凤尾虾排	fengweixiapai
风味羊腿	fengweiyangtui
凤尾腰花	fengweiyaohua
凤尾鱼罐头	fengweiyuguantou
蜂窝土豆	fengwotudou
凤戏牡丹	fengximudan
凤翔豆花泡馍	fengxiangdouhuapaomo
凤翔腊驴肉	fengxianglalvrou
凤眼秋波	fengyanqiubo
凤阳酿豆腐	fengyangniangdoufu
佛山盲公饼	foshanmanggongbing
佛手包	foshoubao
佛手广肚	foshouguangdu
佛手海参	foshouhaishen
佛手金卷	foshoujinjuan
佛手蜜饯	foshoumijian
佛手排骨	foshoupaigu
佛手三丝	foshousansi
佛手酥	foshousu
佛手珠子	foshouzhuzi
佛跳墙	fotiaoqiang
府陈年糟蛋	fuchennianzaodan
富川蜜枣	fuchuanmizao
富春鸡	fuchunji
富春江鲥鱼	fuchunjiangshiyu
福鼎莲芯茶白毫银针茶	fudinglianxinchabaihaoyinzhencha
扶风鹿糕	fufenglugao
扶风鹿羔馍	fufenglugaomo
富贵黄金卷	fuguihuangjinjuan
富贵手撕鸡	fuguishousiji
富贵有鱼	fuguiyouyu
福建菜	fujiancai
福建省	fujiansheng
符离鸡罐头	fulijiguantou
茯苓饼	fulingbing
茯苓饼干	fulingbinggan
茯苓糕	fulinggao
茯苓金菇	fulingjingu
茯苓银耳鸽蛋	fulingyinergedan
富马酸	fumasuan
富马酸亚铁	fumasuanyatie
阜宁大糕	funingdagao
覆盆子	fupenzi
复盆子酮	fupenzitong
腐皮包黄鱼	fupibaohuangyu
腐皮肉卷	fupiroujuan
腐皮虾包	fupixiabao
富平太后饼	fupingtaihoubing
夫妻肺片	fuqifeipian
芙蓉菜心	furongcaixin
芙蓉大虾	furongdaxia
芙蓉蛋	furongdan
芙蓉干贝	furongganbei
芙蓉糕	furonggao
芙蓉海蚌	furonghaibang
芙蓉海底	furonghaidi
芙蓉海参	furonghaishen
芙蓉鲫鱼	furongjiyu
芙蓉鹿尾	furongluwei
芙蓉四宝	furongsibao
芙蓉套蟹	furongtaoxie
芙蓉蟹	furongxie
芙蓉燕菜	furongyancai
芙蓉鱼骨	furongyugu
芙蓉鱼角	furongyujiao
腐乳饼	furubing
福山烧小鸡	fushanshaoxiaoji
福寿临门	fushoulinmen
伏特加	futejia
富万利	fuwanli
富硒酵母	fuxijiaomu
抚仙湖抗浪鱼	fuxianhukanglangyu
富阳板粟	fuyangbansu
富油包	fuyoubao
浮油鸡片	fuyoujipian
复原乳	fuyuanru
复元汤	fuyuantang
抚州擦酥饼	fuzhoucasubing
福州龙须长春燕	fuzhoulongxuchangchunyan
福州茉莉花茶	fuzhoumolihuacha
腐竹豌豆粥	fuzhuwandouzhou
咖喱菜花	galicaihua
咖喱炒干丝	galichaogansi
咖喱鸡丝羹	galijisigeng
咖喱饺	galijiao
咖喱焖鸡	galimenji
咖喱牛排	galiniupai
咖喱牛肉	galiniurou
咖喱牛肉擘酥	galiniuroubosu
咖喱牛肉饺	galiniuroujiao
咖喱樱桃	galiyingtao
改性大豆磷脂	gaixingdadoulinzhi
甘氨酸	ganansuan
甘氨酸锌	ganansuanxin
干巴菌	ganbajun
干白	ganbai
干贝海棠果	ganbeihaitangguo
干贝萝卜汤	ganbeiluobotang
干贝水晶鸡	ganbeishuijingji
干贝汤	ganbeitang
干煸冬笋	ganbiandongsun
干煸鸡丁	ganbianjiding
干煸豇豆	ganbianjiangdou
干煸茭白	ganbianjiaobai
干煸苦瓜丝	ganbiankuguasi
干煸莲藕	ganbianlianou
干煸牛腩	ganbianniunan
干煸牛肉丝	ganbianniurousi
干煸肉丝	ganbianrousi
干煸鳝背	ganbianshanbei
干煸鳝鱼	ganbianshanyu
干煸鳝鱼丝	ganbianshanyusi
干煸神仙蟹	ganbianshenxianxie
干煸四季豆	ganbiansijidou
干煸鲜笋	ganbianxiansun
干煸香菇扁豆	ganbianxianggubiandou
干菜擦酥饼	gancaicasubing
干菜焖肉	gancaimenrou
甘草抗氧化物	gancaokangyanghuawu
甘草酸铵	gancaosuanan
甘草酸三钾	gancaosuansanjia
甘草酸一钾	gancaosuanyijia
干炒牛河	ganchaoniuhe
干炒牛肉丝	ganchaoniurousi
干风春鱼	ganfengchunyu
肝糕汤	gangaotang
干锅带皮牛肉	ganguodaipiniurou
干锅鸡翅	ganguojichi
干锅腊味河蚌	ganguolaweihebang
干锅手撕包菜	ganguoshousibaocai
干锅兔	ganguotu
干红	ganhong
干火靠大虾	ganhuokaodaxia
疳积糕	ganjigao
干煎黄鱼	ganjianhuangyu
干姜红茶	ganjianghongcha
柑桔	ganju
干菊花粥	ganjuhuazhou
柑桔黄	ganjuhuang
柑橘黄	ganjuhuang
柑桔类果汁饮料	ganjuleiguozhiyinliao
柑桔嚢胞罐头	ganjunangbaoguantou
甘菊猪肚	ganjuzhudu
橄榄菜茄丁面	ganlancaiqiedingmian
橄榄炖鸡	ganlandunji
甘蓝什锦串	ganlanshijinchuan
橄榄油	ganlanyou
甘露饼	ganlubing
甘露酥	ganlusu
甘露糖醇	ganlutangchun
甘麦红枣汤	ganmaihongzaotang
甘麦红枣粥	ganmaihongzaozhou
干梅子	ganmeizi
甘柠芝麻虾	ganningzhimaxia
干烹仔鸡	ganpengziji
干啤	ganpi
甘青宁新藏五省区	ganqingningxinzangwushengqu
干煽牛肉丝	ganshanniurousi
干烧大虾	ganshaodaxia
干烧冬笋	ganshaodongsun
干烧荷包鱼	ganshaohebaoyu
干烧鸡翅	ganshaojichi
干烧辽参	ganshaoliaoshen|ganshaoliaocan
干烧萝卜	ganshaoluobo
干烧明虾球	ganshaomingxiaqiu
干烧牛筋	ganshaoniujin
干烧牛肉片	ganshaoniuroupian
干烧鱼	ganshaoyu
干烧鱼翅	ganshaoyuchi
甘笋甜糕	gansuntiangao
甘甜黑巧克力	gantianheiqiaokeli
甘油脂肪酸酯	ganyouzhifangsuanzhi
干炸赤鳞鱼	ganzhachilinyu
干炸黄雀	ganzhahuangque
干炸丸子	ganzhawanzi
干炸蟹枣	ganzhaxiezao
赣州麻通	ganzhoumatong
港红	ganghong
港汇笋尖虾皇饺	ganghuisunjianxiahuangjiao
高倍果汁	gaobeiguozhi
藁城贡面	gaochenggongmian
高峰云雾茶	gaofengyunwucha
高钙糊塌子	gaogaihutazi
高河菜	gaohecai
高力豆沙	gaolidousha
高丽人参茶食礼盒	gaolirenshenchashilihe
高丽参碳酸饮	gaolishentansuanyin
高丽香蕉	gaolixiangjiao
高丽鱼条	gaoliyutiao
高梁红	gaolianghong
高粱饴糖	gaoliangyitang
高岭土	gaolingtu
高锰酸钾	gaomengsuanjia
高密蜜枣	gaomimizao
高桥松饼	gaoqiaosongbing
高桥银锋茶	gaoqiaoyinfengcha
高圣草酚钠盐	gaoshengcaofennayan
高碳醇脂肪酸酯复合物	gaotanchunzhifangsuanzhifuhewu
高糖樱桃罐头	gaotangyingtaoguantou
高维苏肠	gaoweisuchang
高纤维椰果	gaoxianweiyeguo
高邮董糖	gaoyoudongtang
高原露	gaoyuanlu
各地糕点名	gedigaodianming
各地糖果罐头小食品	geditangguoguantouxiaoshipin
葛根清肺汤	gegenqingfeitang
蛤蜊鲫鱼	gelijiyu
格林斯通	gelinsitong
哥伦比亚咖啡	gelunbiyakafei
格瓦斯饮料	gewasiyinliao
鸽戏牛蛙	gexiniuwa
蛤仔猪肚汤	gezizhudutang
庚酸乙酯	gengsuanyizhi
耕之灵	gengzhiling
宫保鹌鹑	gongbaoanchun
宫保鸡	gongbaoji
宫保鸡丁	gongbaojiding
宫保兔肉	gongbaoturou
宫保虾球	gongbaoxiaqiu
宫饼	gongbing
贡菜	gongcai
恭城柿饼	gongchengshibing
功德林素月饼	gongdelinsuyuebing
宫灯鱼丝	gongdengyusi
公爵樱桃	gongjueyingtao
贡品麻花	gongpinmahua
宫廷风味糕点	gongtingfengweigaodian
宫廷排翅	gongtingpaichi
宫庭献鱼	gongtingxianyu
宫廷小窝头	gongtingxiaowotou
枸杞茶	gouqicha
枸杞炖羊脑	gouqidunyangnao
枸杞海参鸽蛋	gouqihaishengedan
枸杞和发菜烤麸罐头	gouqihefacaikaofuguantou
枸杞红枣乌鸡汤	gouqihongzaowujitang
枸杞菊花煲排骨	gouqijuhuabaopaigu
枸杞莲心鸡汤	gouqilianxinjitang
枸杞莲子鸡汤	gouqilianzijitang
枸杞牛鞭汤	gouqiniubiantang
枸杞牛肝汤	gouqiniugantang
枸杞山药粥	gouqishanyaozhou
枸杞田螺汤	gouqitianluotang
枸杞羊肝羹	gouqiyanggangeng
枸杞粥	gouqizhou
狗肉	gourou
谷氨酸钠	guansuanna
谷氨酰胺酶	guanxiananmei
谷氨酰胺转氨酶	guanxiananzhuananmei
古陈仓牌	guchencangpai
固定化葡萄糖异构酶制剂	gudinghuaputaotangyigoumeizhiji
古法扣全端	gufakouquanduan
咕咕霍夫	guguhuofu
鼓椒鸡丁	gujiaojiding
古井	gujing
古井贡	gujinggong
古老肉	gulaorou
古劳银针	gulaoyinzhen
咕噜牛排	guluniupai
咕噜肉	gulurou
骨牛排	guniupai
骨髓肝酱罐头	gusuiganjiangguantou
骨髓壮	gusuizhuang
固体乳胶	gutirujiao
固体山楂饮料	gutishanzhayinliao
骨痛药酒	gutongyaojiu
骨头汤饵丝	gutoutangersi
骨头汤米线	gutoutangmixian
谷雨茶	guyucha
古越龙山	guyuelongshan
古丈毛尖茶	guzhangmaojiancha
鼓汁排骨	guzhipaigu
古钟	guzhong
顾渚紫笋茶	guzhuzisuncha
瓜尔胶	guaerjiao
寡妇之吻	guafuzhiwen
瓜酒	guajiu
挂炉烤鸭	gualukaoya
瓜仁枣泥派	guarenzaonipai
挂霜丸子	guashuangwanzi
瓜萎	guawei
怪味白肉	guaiweibairou
怪味胡豆	guaiweihudou
怪味鸡	guaiweiji
怪味鸡块	guaiweijikuai
怪味鸡片	guaiweijipian
罐茶	guancha
罐儿鹌鹑	guaneranchun
罐儿肉	guanerrou
罐儿野鸡	guaneryeji
灌肺	guanfei
冠生牌糖果	guanshengpaitangguo
冠生园	guanshengyuan
灌汤包	guantangbao
灌汤龙凤球	guantanglongfengqiu
灌汤小笼包	guantangxiaolongbao
罐头梨	guantouli
观我颐猪油糕	guanwoyizhuyougao
灌蟹鱼圆	guanxieyuyuan
官燕红枣奶酪	guanyanhongzaonailao
广安烘糕	guanganhonggao
光饼	guangbing
广达香辣红烧牛肉罐头	guangdaxianglahongshaoniurouguantou
广东菜	guangdongcai
广东省海南省	guangdongshenghainansheng
广东酥角	guangdongsujiao
广东酥皮细点	guangdongsupixidian
广东桃酥	guangdongtaosu
广东月饼	guangdongyuebing
广汉缠丝兔	guanghanchansitu
光环咖啡	guanghuankafei
广藿香油	guanghuoxiangyou
广灵五香瓜子	guanglingwuxiangguazi
广式豆蓉月饼	guangshidourongyuebing
广式蜜饯	guangshimijian
广式五仁月饼	guangshiwurenyuebing
广式月饼	guangshiyuebing
广西壮族自治区	guangxizhuangzuzizhiqu
广州文昌鸡	guangzhouwenchangji
归参山药猪腰	guicanshanyaozhuyao
桂发祥麻花	guifaxiangmahua
贵妃鸡	guifeiji
贵妃鸡翅	guifeijichi
贵妃鸡火锅	guifeijihuoguo
贵妃松花饼	guifeisonghuabing
桂花白糖饼	guihuabaitangbing
桂花茶饼	guihuachabing
桂花翅子	guihuachizi
桂花方酥	guihuafangsu
桂花干贝	guihuaganbei
桂花果粉	guihuaguofen
桂花海蜇	guihuahaizhe
桂花核桃冻	guihuahetaodong
桂花红烧肉	guihuahongshaorou
桂花浸膏	guihuajingao
桂花栗饼	guihualibing
